Branch,Product ID,Principal ID,Product,Qty,Total,%,Cost,Tax,Gross Profit
ALANO,PI000000000333,13060400005,AMVASC BE 10MG TAB,45,1153.13,0.0%,1339.56,0,-186.43
ALANO,PI000000000334,13060400005,AMVASC PLUS 10MG/12.5MG TAB,10,307.5,0.0%,292.97,0,14.53
ALANO,PI000000000387,13060400005,APPEBON KID SYR  60ML,3,313.5,0.0%,298.5,33.6,-18.6
ALANO,PI000000000388,13060400005,APPEBON KID SYR 120ML,3,527.85,0.0%,502.77,56.55,-31.47
ALANO,PI000000000389,13060400005,APPEBON KID SYR 250ML,2,651,0.0%,620.3,69.76,-39.06
ALANO,PI000000000390,13060400005,APPEBON W/FE CAP,184,3622.86,0.0%,3507.09,372.85,-257.08
ALANO,PI000000000454,13060400005,ASMALIN 100MCG NON CFC,2,789.9,0.0%,751.36,84.64,-46.1
ALANO,PI000000000455,13060400005,ASMALIN 2.5 PULMO NEB,29,739.5,0.0%,704.25,79.21,-43.96
ALANO,PI000000000456,13060400005,ASMALIN 2MG SYR 60ML,1,116.25,0.0%,105.29,12.46,-1.5
ALANO,PI000000000463,13060400005,ASPILETS 80MG TAB,739,2401.75,0.0%,2290.72,0,111.03
ALANO,PI000000000464,13060400005,ASPILETS EC 80MG TAB,237,756.53,0.0%,770.61,64.71,-78.79
ALANO,PI000000000470,13060400005,ATEPROS 5MG TAB,44,2592.6,0.0%,2548.92,254.49,-210.81
ALANO,PI000000000515,13060400005,AVAMAX 10MG TAB,56,1363.5,0.0%,1338.52,0,24.98
ALANO,PI000000000516,13060400005,AVAMAX 20MG TAB,50,1278.72,0.0%,1407.06,0,-128.34
ALANO,PI000000000517,13060400005,AVAMAX 40MG TAB,80,2384.28,0.0%,2728.5,0,-344.22
ALANO,PI0101202142,13060400005,AVAMAX 80MG TAB,53,1897.4,0.0%,1807.38,0,90.02
ALANO,PI000000000653,13060400005,BIFIX TAB,2,19.5,0.0%,20.64,0,-1.14
ALANO,PI000000000663,13060400005,BIOFLU REF TAB,6367,47745.81,0.3%,45410.46,5115.62,-2780.27
ALANO,PI202000000081,13060400005,BIOFLU REF TAB 7+1 PROMO,1,52.5,0.0%,49.94,5.63,-3.07
ALANO,PI0107201303,13060400005,BIOFLU SUSP 60ML,8,951.2,0.0%,905.68,101.92,-56.4
ALANO,PI000000000669,13060400005,BIOGESIC 100MG DROP 15ML,40,2750,0.0%,2619.6,294.65,-164.25
ALANO,PI000000000665,13060400005,BIOGESIC 120MG ORAN 60ML,29,2357.7,0.0%,2245.76,252.6,-140.66
ALANO,PI000000000664,13060400005,BIOGESIC 120MG STRAW 60ML,52,4227.6,0.0%,4026.69,452.95,-252.04
ALANO,PI000000000667,13060400005,BIOGESIC 250MG ORAN 60ML,28,3581.2,0.0%,3408.81,383.67,-211.28
ALANO,PI000000000666,13060400005,BIOGESIC 250MG STRAW 60ML,4,511.6,0.0%,486.96,54.8,-30.16
ALANO,PI0103201501,13060400005,BIOGESIC 500MG CAPLET,15139,56006.54,0.4%,54085.53,6000.7,-4079.69
ALANO,PI20170000350,13060400005,BIOGESIC 500MG CAPLET 8+2,300,8878.68,0.1%,8571.12,79.14,228.42
ALANO,PI2020000000117,13060400005,BIOGESIC ON THE GO PACK 20'S,1,99,0.0%,94.32,10.61,-5.93
ALANO,PI000000000695,13060400005,BPNORM 10MG TAB,20,490,0.0%,465.04,0,24.96
ALANO,PI000000000787,13060400005,CALCIUMADE TAB,110,1045,0.0%,1001.53,111.97,-68.5
ALANO,PI000000000808,13060400005,CANDEZ  8MG TAB,85,1518.83,0.0%,1616.03,0,-97.2
ALANO,PI000000000809,13060400005,CANDEZ 16MG TAB,2,69,0.0%,63.76,0,5.24
ALANO,PI000000000810,13060400005,CANDEZ PLUS 16MG/12.5MG TAB,30,818.4,0.0%,927.21,0,-108.81
ALANO,PI000000000851,13060400005,CARDIOSEL  50MG TAB,80,340,0.0%,323.73,0,16.27
ALANO,PI000000000852,13060400005,CARDIOSEL 100MG TAB,37,255.3,0.0%,231.2,0,24.1
ALANO,PI000000000873,13060400005,CARVID  6.25MG TAB,141,1460.8,0.0%,1476.93,0,-16.13
ALANO,PI000000000872,13060400005,CARVID 25MG TAB,66,1211.1,0.0%,1152.23,0,58.87
ALANO,PI000000000888,13060400005,CEELIN 100MG SYR  60ML,15,1012.5,0.0%,945,108.47,-40.97
ALANO,PI000000000890,13060400005,CEELIN 100MG SYR 120ML,11,1342,0.0%,1276.86,143.77,-78.63
ALANO,PI000000000892,13060400005,CEELIN 100MG SYR 250ML,11,2510.75,0.0%,2390.72,269.04,-149.01
ALANO,PI000000000894,13060400005,CEELIN 100MG SYR 500ML,3,1238.85,0.0%,1179.81,132.72,-73.68
ALANO,PI000000000896,13060400005,CEELIN CHEWABLE TAB 30'S,8,1162,0.0%,1106.56,124.49,-69.05
ALANO,PI000000000897,13060400005,CEELIN DROP 15ML,7,505.75,0.0%,481.25,54.18,-29.68
ALANO,PI000000000898,13060400005,CEELIN DROP 30ML,12,1559.4,0.0%,1485.24,167.07,-92.91
ALANO,PI000000005683,13060400005,CEELIN PLUS  15ML,4,351,0.0%,328.04,37.6,-14.64
ALANO,PI000000005684,13060400005,CEELIN PLUS  30ML,6,903,0.0%,859.82,96.76,-53.58
ALANO,PI000000000901,13060400005,CEELIN PLUS  60ML,19,1510.5,0.0%,1411.51,161.86,-62.87
ALANO,PI000000000903,13060400005,CEELIN PLUS 120ML,10,1467.5,0.0%,1398,157.21,-87.71
ALANO,PI000000000904,13060400005,CEELIN PLUS 250ML,18,5013,0.0%,4682.74,537.12,-206.86
ALANO,PI0103201602,13060400005,CEELIN PLUS CHEWTAB,460,2737,0.0%,2604.87,293.31,-161.18
ALANO,PI0106201306,13060400005,CEETAB 500MG TAB 100'S,3,684.42,0.0%,6.51,73.32,604.59
ALANO,PI01122013062,13060400005,CEETAB DAILY TAB,285,641.25,0.0%,619.25,68.71,-46.71
ALANO,PI000000000931,13060400005,CEFALIN  500MG CAP,9,429.3,0.0%,408.81,46,-25.51
ALANO,PI000000001232,13060400005,CLONIPRES  75MCG TAB,40,870,0.0%,825.37,0,44.63
ALANO,PI000000001337,13060400005,COMBIZAR  50MG/12.5MG TAB,38,923.4,0.0%,878.79,0,44.61
ALANO,PI000000001338,13060400005,COMBIZAR 100MG/25MG TAB,23,679.65,0.0%,754.73,0,-75.08
ALANO,PI000000001352,13060400005,CONZACE CAP,391,4673.22,0.0%,4651,443.32,-421.1
ALANO,PI20170000469,13060400005,CONZACE CAP 9+1 PRO,27,3037.5,0.0%,2890.35,325.41,-178.26
ALANO,PI000000001414,13060400005,COXID 200MG CAP,38,1349,0.0%,1280.98,144.54,-76.52
ALANO,PI01012014003,13060400005,COXID 400MG CAP,9,490.5,0.0%,466.76,52.56,-28.82
ALANO,PI000000001456,13060400005,DAZOMET 500MG TAB,7,147,0.0%,133.37,15.75,-2.12
ALANO,PI000000001460,13060400005,DECILONE 4MG FRT TAB,395,12027.75,0.1%,11450.11,1288.74,-711.1
ALANO,PI000000001461,13060400005,DECILONE 500MCG  PLAIN TAB,65,568.75,0.0%,540.45,60.95,-32.65
ALANO,PI01122013005,13060400005,DECOLGEN FRT TAB,1933,11501.35,0.1%,10940.78,1232.3,-671.73
ALANO,PI0110201532,13060400005,DECOLGEN FRT TAB 5+1,141,4194.75,0.0%,3990.57,449.45,-245.27
ALANO,PI000000001467,13060400005,DECOLGEN NO-DROWSE TAB,61,408.7,0.0%,389.18,43.78,-24.26
ALANO,PI000000001468,13060400005,DECOLGEN PE TAB 5+1,1,26.41,0.0%,23.58,2.83,0
ALANO,PI000000001471,13060400005,DECOLSIN CAP REF,96,1056,0.0%,1015.68,113.14,-72.82
ALANO,PI000000001472,13060400005,DECOLSIN SUSP REF  60ML,6,635.4,0.0%,604.98,68.09,-37.67
ALANO,PI0101201828,13060400005,DERMALIN BURN OINT 15GM UHP,1,94.5,0.0%,85.2,10.13,-0.83
ALANO,PI0101201501,13060400005,DERMALIN WFIELD OINT 15GM UHP,2,146.66,0.0%,142.08,15.72,-11.14
ALANO,PI000000001522,13060400005,DIATABS CAP,1360,10064,0.1%,9724,1078.29,-738.29
ALANO,PI0111201656,13060400005,DIOXEL 450MG/50MG  TAB,48,1656,0.0%,1569.06,177.43,-90.49
ALANO,PI000000001610,13060400005,DISUDRIN O DROP 10ML,34,3833.56,0.0%,3654.33,410.76,-231.53
ALANO,PI000000001611,13060400005,DISUDRIN O SYR  60ML,31,3565,0.0%,3395.22,381.93,-212.15
ALANO,PI000000001612,13060400005,DISUDRIN O SYR 120ML,4,691,0.0%,658.12,74.04,-41.16
ALANO,PI000000001621,13060400005,DIZITAB 25MG CHEWABLE TAB,167,1753.5,0.0%,1653.95,187.92,-88.37
ALANO,PI000000001625,13060400005,DOLAN FP 100MG 60ML,14,1275.4,0.0%,1214.9,136.64,-76.14
ALANO,PI000000001627,13060400005,DOLAN FP FRT 200MG 60ML,12,1735.2,0.0%,1613.52,185.9,-64.22
ALANO,PI000000001633,13060400005,DOLFENAL 250MG TAB,168,2688,0.0%,2437.68,288,-37.68
ALANO,PI000000001634,13060400005,DOLFENAL 500MG TAB,244,7161.4,0.0%,6817.36,767.32,-423.28
ALANO,PI0106201530,13060400005,DOXOFIX 400MG TAB,18,351,0.0%,331.02,37.62,-17.64
ALANO,PI000000001655,13060400005,DRENEX .75MG TAB,14,204.4,0.0%,194.7,21.91,-12.21
ALANO,PI000000001656,13060400005,DRENEX 3MG TAB,280,7980,0.1%,7594.09,855,-469.09
ALANO,PI000000001667,13060400005,DUAVENT PULMONEB 500MCG,33,1313.4,0.0%,1250.65,140.71,-77.96
ALANO,PI000000001691,13060400005,E ZINC 27.5MG DROP 15ML,3,278.84,0.0%,269.58,29.88,-20.62
ALANO,PI000000001692,13060400005,E ZINC 55MG SYR 60ML,3,303,0.0%,287.22,32.46,-16.68
ALANO,PI000000001701,13060400005,ECZACORT 1% CRM 10GM,2,599.2,0.0%,543.46,64.2,-8.46
ALANO,PI0107201343,13060400005,ENERVON ACTIV CAP,168,2226,0.0%,2099.8,238.51,-112.31
ALANO,PI000000001758,13060400005,ENERVON C FLEX TAB,1955,12609.75,0.1%,12050.68,1351.06,-791.99
ALANO,PI2019000000338,13060400005,ENERVON C FLEX TAB 9+1,31,1799.55,0.0%,1719.77,192.82,-113.04
ALANO,PI000000001759,13060400005,ENERVON C PLUS SYR  60ML,2,137.5,0.0%,130.8,14.74,-8.04
ALANO,PI000000001760,13060400005,ENERVON C PLUS SYR 120ML,3,430.5,0.0%,409.44,46.14,-25.08
ALANO,PI000000001761,13060400005,ENERVON C PLUS SYR 250ML,1,250,0.0%,235.18,26.79,-11.97
ALANO,PI000000001763,13060400005,ENERVON C TAB 30'S,40,7780,0.1%,7402.35,833.6,-455.95
ALANO,PI2018000000349,13060400005,ESENSAMIN TAB,72,2034,0.0%,2603.77,0,-569.77
ALANO,PI0101202193,13060400005,EXFLEM 600MG GRAN SACHET,6,158.36,0.0%,211.2,0,-52.84
ALANO,PI000000001887,13060400005,EXIGO  8MG TAB,9,301.5,0.0%,285.75,32.31,-16.56
ALANO,PI000000001888,13060400005,EXIGO 16MG TAB,10,452.5,0.0%,431.04,48.5,-27.04
ALANO,PI0106201531,13060400005,EXIGO 24MG TAB,14,843.5,0.0%,801.63,90.38,-48.51
ALANO,PI000000001893,13060400005,EXPEL 15MG SYR 60ML,16,1856,0.0%,1608,198.88,49.12
ALANO,PI000000001891,13060400005,EXPEL 6MG DROPS 15ML,27,2848.5,0.0%,2462.74,305.17,80.59
ALANO,PI0103201516,13060400005,EXPEL OD 75MG CAP,4,83,0.0%,78.21,8.89,-4.1
ALANO,PI000000001930,13060400005,FENOFLEX 160MG CAP,2,74.6,0.0%,71.01,0,3.59
ALANO,PI000000001934,13060400005,FERLIN DROP 15ML,4,490,0.0%,424.16,52.51,13.33
ALANO,PI000000001935,13060400005,FERLIN SYR 120ML,4,1255,0.0%,1195.2,134.48,-74.68
ALANO,PI0101201538,13060400005,FORTI-D 800IU CAP,25,161.25,0.0%,153.3,17.28,-9.33
ALANO,PI2021000000187,13060400005,FORTIMA 22IU/500MG/10MG FC TAB,13,156,0.0%,147.73,16.72,-8.45
ALANO,PI2021000000353,13060400005,FORTIPLEX EYE CAP PHAREX,2,76,0.0%,69.1,8.14,-1.24
ALANO,PI2019000000128,13060400005,FORTIPLEX TAB PHAREX,40,714,0.0%,679.24,76.51,-41.75
ALANO,PI0103201521,13060400005,FUNXION  75MG CAP,21,806.14,0.0%,835.38,67.18,-96.42
ALANO,PI0103201520,13060400005,FUNXION 150MG CAP,3,197.25,0.0%,187.53,21.13,-11.41
ALANO,PI0110201502,13060400005,GI PRO-TEC 1+ LGG 1.5GM SACH,3,96,0.0%,85.8,10.29,-0.09
ALANO,PI000000002157,13060400005,GLUBITOR 30MG OD TAB,79,699.15,0.0%,632,0,67.15
ALANO,PI000000002158,13060400005,GLUBITOR 80MG TAB,83,738.7,0.0%,703.18,0,35.52
ALANO,PI000000002190,13060400005,GLUMET  500MG TAB,81,749.25,0.0%,699.92,0,49.33
ALANO,PI000000002191,13060400005,GLUMET 1000MG TAB,30,288,0.0%,342.9,0,-54.9
ALANO,PI000000002192,13060400005,GLUMET XR 500MG TAB,183,1818.82,0.0%,1883.56,0,-64.74
ALANO,PI000000002197,13060400005,GLYDOLAX 2.5G SUPP ADULT,12,123,0.0%,108.49,13.18,1.33
ALANO,PI000000002217,13060400005,GROWEE PEDTECH SYR 120ML,5,826.5,0.0%,787,88.55,-49.05
ALANO,PI000000002218,13060400005,GROWEE PEDTECH SYR 250ML,3,885,0.0%,843.12,94.83,-52.95
ALANO,PI202000000099,13060400005,GROWEE SYR 250ML+CEELIN PLUS 60ML PRO,4,1180,0.0%,1124.16,126.44,-70.6
ALANO,PI000000002251,13060400005,HEMARATE FA TAB,73,1660.75,0.0%,1574.55,177.96,-91.76
ALANO,PI000000002253,13060400005,HEMARATE TAB,32,779.2,0.0%,742.71,83.5,-47.01
ALANO,PI000000002260,13060400005,HEMOSTAN  500MG CAP,49,1813,0.0%,1715.07,194.24,-96.31
ALANO,PI0111201647,13060400005,HERAGEST 200MG S-GEL CAP,3,162,0.0%,152.39,17.36,-7.75
ALANO,PI000000002271,13060400005,HIMOX   250MG CAP,6,54,0.0%,51.38,5.79,-3.17
ALANO,PI000000002272,13060400005,HIMOX   500MG CAP,81,1194.75,0.0%,1134.15,0,60.6
ALANO,PI000000002277,13060400005,HIMOX 250MG SUSP  60ML,2,299.9,0.0%,282.86,32.14,-15.1
ALANO,PI000000002292,13060400005,HISTACORT 2MG TAB,3,29.7,0.0%,28.11,3.18,-1.59
ALANO,PI000000002329,13060400005,HYDRITE APPLE 4.1GM,84,1381.8,0.0%,1251.66,148.09,-17.95
ALANO,PI000000002330,13060400005,HYDRITE BANANA 4.1GM,19,312.55,0.0%,283.11,33.51,-4.07
ALANO,PI000000002353,13060400005,HYTAZ 25MG TAB,66,422.4,0.0%,402.07,0,20.33
ALANO,PI01012014005,13060400005,IDEZAR 150MG TAB,20,430,0.0%,408.61,0,21.39
ALANO,PI0109201531,13060400005,IMMUNPRO 500MG TAB,559,3907.77,0.0%,4152.99,297.51,-542.73
ALANO,PI000000002452,13060400005,ISOXILAN 10MG TAB,34,765,0.0%,727.6,81.96,-44.56
ALANO,PI000000002473,13060400005,JOVIA 10MG TAB,5,252.5,0.0%,239.13,0,13.37
ALANO,PI000000002491,13060400005,KASTAIR 10MG TAB,9,335.04,0.0%,346.41,29.82,-41.19
ALANO,PI000000002535,13060400005,KIDDILETS 120MG CHEW TAB,321,802.5,0.0%,752.61,85.98,-36.09
ALANO,PI2019000000211,13060400005,KIDDILETS 120MG/5ML SYR 60ML,2,99.5,0.0%,94.34,10.66,-5.5
ALANO,PI01112013119,13060400005,KREMIL S ADVANCE TAB,146,2890.8,0.0%,2754.74,309.71,-173.65
ALANO,PI2018000000429,13060400005,KREMIL S ADVANCE TAB 4+1 PRO,5,396,0.0%,377.2,42.43,-23.63
ALANO,PI000000002581,13060400005,KREMIL S TAB,1156,8670,0.1%,8339.04,928.92,-597.96
ALANO,PI0111201642,13060400005,LACTEZIN 5MG CAP,28,728,0.0%,687.27,78,-37.27
ALANO,PI000000002719,13060400005,LIFEZAR  50MG TAB,89,2162.7,0.0%,2058.26,0,104.44
ALANO,PI000000002720,13060400005,LIFEZAR 100MG TAB,56,1590.4,0.0%,1511.61,0,78.79
ALANO,PI000000002762,13060400005,LIVERPRIME CAP,32,1099.2,0.0%,1046.27,117.77,-64.84
ALANO,PI000000002765,13060400005,LLANOL 100MG TAB,5,67,0.0%,63.6,7.18,-3.78
ALANO,PI000000002766,13060400005,LLANOL 300MG TAB,10,385,0.0%,349.1,41.26,-5.36
ALANO,PI000000002797,13060400005,LORMIDE 2MG CAP,45,337.5,0.0%,317.25,36.16,-15.91
ALANO,PI000000002898,13060400005,MAXVIT CAP,58,812,0.0%,766.07,87,-41.07
ALANO,PI000000002912,13060400005,MEDICOL ADV 200MG CAP,5496,32415.65,0.2%,31109.38,3473.1,-2166.83
ALANO,PI01012014007,13060400005,MEDICOL ADV 400MG CAP,1004,10842.24,0.1%,10417.85,1161.69,-737.3
ALANO,PI000000006007,13060400005,MEDICOL ADV 400MG CAP 4+1,28,1209.6,0.0%,1162.28,129.62,-82.3
ALANO,PI0101202196,13060400005,METCORT 16MG TAB,22,731.5,0.0%,696.75,78.38,-43.63
ALANO,PI000000003086,13060400005,MONTRA 30MG CAP,40,696,0.0%,602.92,74.57,18.51
ALANO,PI000000003142,13060400005,MUPICIN OINT 5GM,1,275.5,0.0%,249.91,29.52,-3.93
ALANO,PI000000003180,13060400005,MYRA  E 400IU CAP 30'S,14,4900,0.0%,4673.9,525,-298.9
ALANO,PI000000003181,13060400005,MYRA  E 400IU CAP FOIL,1350,15650.62,0.1%,15023.12,1676.84,-1049.34
ALANO,PI202000000074,13060400005,MYRA  E 400IU CAP FOIL 12+2 PRO,31,4315.2,0.0%,4139.7,462.32,-286.82
ALANO,PI2019000000292,13060400005,MYRA CLSC MOIST LOT 175ML,6,780,0.0%,678.24,83.58,18.18
ALANO,PI2019000000242,13060400005,MYRA CLSC WHITENING LOT 100ML,2,210,0.0%,182.6,22.5,4.9
ALANO,PI2019000000160,13060400005,MYRA CLSC WHITENING LOT 50ML,3,180,0.0%,156.51,19.29,4.2
ALANO,PI2019000000161,13060400005,MYRA FRESH GLOW WHT FW SCHT 10ML,9,135,0.0%,117.39,14.47,3.14
ALANO,PI2019000000248,13060400005,MYRA MOIST PLUS LOT 50ML,3,129,0.0%,112.2,13.83,2.97
ALANO,PI2021000000364,13060400005,MYRA PROTECTING PLUS LOT 50ML,1,47,0.0%,43.48,5.04,-1.52
ALANO,PI2019000000249,13060400005,MYRA SMOOTH GLOW WHT FM 7ML,2,22,0.0%,19.13,2.36,0.51
ALANO,PI2019000000250,13060400005,MYRA SMOOTH GLOW WHT FW 50ML,1,75,0.0%,65.22,8.04,1.74
ALANO,PI2019000000295,13060400005,MYRA SMOOTH GLW MOIST FM 40ML,1,95.9,0.0%,91.3,10.28,-5.68
ALANO,PI2018000000438,13060400005,MYRA ULTIMATE SOFTGEL CAP,192,3696,0.0%,3490.9,396.03,-190.93
ALANO,PI2019000000124,13060400005,MYRA ULTIMATE SOFTGEL CAP 8'S,3,462,0.0%,436.36,49.5,-23.86
ALANO,PI202100000010,13060400005,MYRACOF 30MG TAB 7+1,10,315,0.0%,296.8,33.78,-15.58
ALANO,PI000000003225,13060400005,NAFARIN A TAB,53,365.7,0.0%,344.5,39.19,-17.99
ALANO,PI000000003261,13060400005,NASOCLEAR NASAL SPRAY 30ML,1,75,0.0%,71.42,8.04,-4.46
ALANO,PI000000003262,13060400005,NASOFLO 50MCG 120D,1,657.2,0.0%,625.88,70.41,-39.09
ALANO,PI000000004035,13060400005,NEO-PYRAZON 50MG TAB,84,1923.6,0.0%,1829.9,206.11,-112.41
ALANO,PI000000003313,13060400005,NEOZEP DROP 10ML,31,2972.9,0.0%,2829.06,318.57,-174.73
ALANO,PI0105201532,13060400005,NEOZEP FRT CAPLET,9810,48528.78,0.3%,46273.48,5191.92,-2936.62
ALANO,PI20180000007,13060400005,NEOZEP FRT CAPLET 8+2,101,3999.6,0.0%,3811.33,428.51,-240.24
ALANO,PI0105201533,13060400005,NEOZEP NON-DROWSY CAPLET,39,224.25,0.0%,211.55,24.03,-11.33
ALANO,PI000000003317,13060400005,NEOZEP SYR 60ML,59,5658.1,0.0%,5384.25,606.28,-332.43
ALANO,PI000000003348,13060400005,NEUROGEN E REF TAB,35,486.5,0.0%,462.29,52.14,-27.93
ALANO,PI2021000000313,13060400005,NEUROGEN E TAB 6+1,9,750.6,0.0%,713.23,80.44,-43.07
ALANO,PI0108201511,13060400005,NEUROGEN E TAB 7+1,2,194.6,0.0%,184.88,20.86,-11.14
ALANO,PI000000003423,13060400005,NORTEN  5MG TAB,20,290,0.0%,275.2,0,14.8
ALANO,PI000000003424,13060400005,NORTEN 10MG TAB,30,562.5,0.0%,560.99,0,1.51
ALANO,PI20170000216,13060400005,NUTRIBEST CHOCO PDR 400GM,1,775.5,0.0%,752.83,83.09,-60.42
ALANO,PI000000003458,13060400005,NUTRILIN DROP 15ML,9,733.5,0.0%,697.59,78.58,-42.67
ALANO,PI000000003459,13060400005,NUTRILIN DROP 30ML,3,363,0.0%,345.54,38.88,-21.42
ALANO,PI000000003460,13060400005,NUTRILIN SYR 120ML,5,908.75,0.0%,864.86,97.36,-53.47
ALANO,PI000000003464,13060400005,NUTROPLEX W/I&L SYR  60ML,3,249.75,0.0%,235.98,26.76,-12.99
ALANO,PI000000003466,13060400005,NUTROPLEX W/I&L SYR 250ML,2,543,0.0%,516.8,58.18,-31.98
ALANO,PI000000003467,13060400005,NUTROPLEX W/I&L SYR 250ML PRO,1,271.5,0.0%,258.4,29.09,-15.99
ALANO,PI000000003477,13060400005,OBIMIN PLUS CAP,45,742.5,0.0%,706.05,79.56,-43.11
ALANO,PI000000003525,13060400005,OMEPRON  20MG CAP,29,1303.55,0.0%,1241.02,139.66,-77.13
ALANO,PI2021000000253,13060400005,PH CARE COOLING COMFORT FW 50ML P8.00 OFF,1,44,0.0%,39.64,4.71,-0.35
ALANO,PI2021000000109,13060400005,PH CARE DELICATE WHITE FW 50ML,1,56,0.0%,52.34,6,-2.34
ALANO,PI2021000000110,13060400005,PH CARE DELICATE WHITE FW 5ML,2,14,0.0%,13.08,1.5,-0.58
ALANO,PI2021000000113,13060400005,PH CARE FLORAL CLEAN FW 5ML,7,33.44,0.0%,32.71,3.58,-2.85
ALANO,PI2021000000116,13060400005,PH CARE NATURAL PROTECTION FW 50ML,1,53.25,0.0%,49.54,5.71,-2
ALANO,PI000000003825,13060400005,PLOGREL 75MG TAB,4,149.4,0.0%,159.38,0,-9.98
ALANO,PI000000003878,13060400005,PRAVAZ 40MG TAB,6,183,0.0%,173.6,0,9.4
ALANO,PI0101201875,13060400005,PROGLIN  50MG TAB,28,718.75,0.0%,763.19,0,-44.44
ALANO,PI0101201876,13060400005,PROGLIN MET  50/500MG TAB,83,2218.75,0.0%,2465.9,0,-247.15
ALANO,PI0101201877,13060400005,PROGLIN MET  50/850MG TAB,14,437.5,0.0%,415.94,0,21.56
ALANO,PI000000004002,13060400005,PROZELAX 200MCG CAP,3,212.1,0.0%,202,22.73,-12.63
ALANO,PI000000004080,13060400005,RASHFREE 200MG OINT 30GM,2,374.5,0.0%,356.6,40.12,-22.22
ALANO,PI000000004104,13060400005,RELESTAL SYR  60ML,3,505.8,0.0%,458.7,54.19,-7.09
ALANO,PI000000004131,13060400005,RESTIME DRP 10ML,12,1206,0.0%,1156.45,129.24,-79.69
ALANO,PI000000004142,13060400005,REVICON FLEX TAB,817,3962.45,0.0%,3853.78,424.55,-315.88
ALANO,PI000000004145,13060400005,REVICON FRT IMP TAB 30'S,9,1311.75,0.0%,1273.59,140.57,-102.41
ALANO,PI000000004148,13060400005,REXIDOL FRT TAB,3590,17764.2,0.1%,16932.14,1903.3,-1071.24
ALANO,PI000000004208,13060400005,RM AMBROXOL 30MG SYR 60ML,2,160,0.0%,160,17.14,-17.14
ALANO,PI000000004211,13060400005,RM AMLODIPINE  5MG TAB,269,1722.5,0.0%,1413.96,0,308.54
ALANO,PI000000004210,13060400005,RM AMLODIPINE 10MG TAB,303,2822.75,0.0%,2229.26,0,593.49
ALANO,PI000000004214,13060400005,RM AMOXICILLIN 250MG CAP,41,202.95,0.0%,225.5,0,-22.55
ALANO,PI000000004215,13060400005,RM AMOXICILLIN 500MG CAP,36,243,0.0%,270,0,-27
ALANO,PI01112013104,13060400005,RM APPETITE STIMULANT CAP,26,390,0.0%,390,41.78,-41.78
ALANO,PI000000004217,13060400005,RM ASCORBIC 500MG TAB,1355,3048.75,0.0%,3048.75,326.63,-326.63
ALANO,PI2017000066,13060400005,RM ASCORBIC ACID 100MG SYR 120ML,2,190,0.0%,190,20.36,-20.36
ALANO,PI000000004219,13060400005,RM ATENOLOL  50MG TAB,5,32.5,0.0%,31.25,0,1.25
ALANO,PI000000004221,13060400005,RM ATORVASTATIN 10MG TAB,49,648,0.0%,499.8,0,148.2
ALANO,PI000000004223,13060400005,RM ATORVASTATIN 40MG TAB,25,568.75,0.0%,450,0,118.75
