Branch,Product ID,Principal ID,Product,Qty,Total,%,Cost,Tax,Gross Profit
ALANO,PI000000000334,13060400005,AMVASC PLUS 10MG/12.5MG TAB,49,1405.28,0.0%,1435.53,0,-30.25
ALANO,PI000000000387,13060400005,APPEBON KID SYR  60ML,4,418,0.0%,398,44.8,-24.8
ALANO,PI000000000388,13060400005,APPEBON KID SYR 120ML,4,703.8,0.0%,670.36,75.4,-41.96
ALANO,PI000000000389,13060400005,APPEBON KID SYR 250ML,2,651,0.0%,620.3,69.76,-39.06
ALANO,PI000000000390,13060400005,APPEBON W/FE CAP,127,2540,0.0%,2420.65,272.16,-152.81
ALANO,PI000000000391,13060400005,APPEBON W/FE SYR  60ML,3,787.5,0.0%,749.82,84.39,-46.71
ALANO,PI000000000454,13060400005,ASMALIN 100MCG NON CFC,3,1184.85,0.0%,1127.04,126.96,-69.15
ALANO,PI000000000455,13060400005,ASMALIN 2.5 PULMO NEB,20,510,0.0%,485.69,54.64,-30.33
ALANO,PI000000000456,13060400005,ASMALIN 2MG SYR 60ML,2,232.5,0.0%,210.58,24.92,-3
ALANO,PI000000000463,13060400005,ASPILETS 80MG TAB,1224,4173.52,0.0%,3794.09,428.43,-49
ALANO,PI000000000464,13060400005,ASPILETS EC 80MG TAB,210,685.07,0.0%,651.62,62.85,-29.4
ALANO,PI000000000470,13060400005,ATEPROS 5MG TAB,35,1592.1,0.0%,2027.71,26.12,-461.73
ALANO,PI000000000516,13060400005,AVAMAX 20MG TAB,103,2548.56,0.0%,2898.52,0,-349.96
ALANO,PI000000000517,13060400005,AVAMAX 40MG TAB,73,2541.8,0.0%,2489.76,0,52.04
ALANO,PI0101202142,13060400005,AVAMAX 80MG TAB,18,644.4,0.0%,613.8,0,30.6
ALANO,PI000000000552,13060400005,BACTIFREE OINT 10GM,1,331.96,0.0%,442.65,0,-110.69
ALANO,PI000000000663,13060400005,BIOFLU REF TAB,3741,28054.16,0.2%,26676.81,3005.8,-1628.45
ALANO,PI202000000081,13060400005,BIOFLU REF TAB 7+1 PROMO,199,10442.82,0.1%,9938.22,1118.92,-614.32
ALANO,PI0107201303,13060400005,BIOFLU SUSP 60ML,3,356.7,0.0%,339.62,38.22,-21.14
ALANO,PI000000000669,13060400005,BIOGESIC 100MG DROP 15ML,30,2062.5,0.0%,1964.7,220.99,-123.19
ALANO,PI000000000665,13060400005,BIOGESIC 120MG ORAN 60ML,70,5691,0.0%,5420.8,609.72,-339.52
ALANO,PI000000000664,13060400005,BIOGESIC 120MG STRAW 60ML,2,162.6,0.0%,154.88,17.42,-9.7
ALANO,PI000000000667,13060400005,BIOGESIC 250MG ORAN 60ML,37,4732.3,0.0%,4504.43,507,-279.13
ALANO,PI000000000666,13060400005,BIOGESIC 250MG STRAW 60ML,6,767.4,0.0%,730.44,82.21,-45.25
ALANO,PI0103201501,13060400005,BIOGESIC 500MG CAPLET,13436,49711.54,0.4%,48001.42,5326.24,-3616.12
ALANO,PI20170000350,13060400005,BIOGESIC 500MG CAPLET 8+2,339,10025.16,0.1%,9681.84,0,343.32
ALANO,PI000000000787,13060400005,CALCIUMADE TAB,125,1146.79,0.0%,1138.09,111.97,-103.27
ALANO,PI000000000808,13060400005,CANDEZ  8MG TAB,85,1655.85,0.0%,1566.56,0,89.29
ALANO,PI000000000809,13060400005,CANDEZ 16MG TAB,29,931.5,0.0%,924.45,0,7.05
ALANO,PI000000000810,13060400005,CANDEZ PLUS 16MG/12.5MG TAB,45,1227.6,0.0%,1390.81,0,-163.21
ALANO,PI000000000851,13060400005,CARDIOSEL  50MG TAB,69,293.25,0.0%,276.52,0,16.73
ALANO,PI000000000852,13060400005,CARDIOSEL 100MG TAB,10,69,0.0%,62.49,0,6.51
ALANO,PI000000000873,13060400005,CARVID  6.25MG TAB,162,1560.9,0.0%,1696.9,0,-136
ALANO,PI000000000872,13060400005,CARVID 25MG TAB,10,146.8,0.0%,174.5,0,-27.7
ALANO,PI000000000888,13060400005,CEELIN 100MG SYR  60ML,10,675,0.0%,630,72.3,-27.3
ALANO,PI000000000890,13060400005,CEELIN 100MG SYR 120ML,37,4514,0.0%,4294.82,483.61,-264.43
ALANO,PI000000000892,13060400005,CEELIN 100MG SYR 250ML,11,2510.75,0.0%,2390.72,269.04,-149.01
ALANO,PI000000000896,13060400005,CEELIN CHEWABLE TAB 30'S,10,1452.5,0.0%,1383.2,155.63,-86.33
ALANO,PI000000000897,13060400005,CEELIN DROP 15ML,15,1083.75,0.0%,1031.25,116.1,-63.6
ALANO,PI000000000898,13060400005,CEELIN DROP 30ML,5,649.75,0.0%,618.85,69.6,-38.7
ALANO,PI000000005683,13060400005,CEELIN PLUS  15ML,4,351,0.0%,328.04,37.6,-14.64
ALANO,PI000000005684,13060400005,CEELIN PLUS  30ML,5,752.5,0.0%,716.5,80.65,-44.65
ALANO,PI000000000901,13060400005,CEELIN PLUS  60ML,30,2385,0.0%,2228.7,255.57,-99.27
ALANO,PI000000000903,13060400005,CEELIN PLUS 120ML,3,440.25,0.0%,419.4,47.16,-26.31
ALANO,PI000000000904,13060400005,CEELIN PLUS 250ML,15,4177.5,0.0%,3902.28,447.6,-172.38
ALANO,PI0103201602,13060400005,CEELIN PLUS CHEWTAB,568,3379.6,0.0%,3214.88,362.14,-197.42
ALANO,PI0106201306,13060400005,CEETAB 500MG TAB 100'S,3,684.42,0.0%,6.51,73.32,604.59
ALANO,PI01122013062,13060400005,CEETAB DAILY TAB,271,609.75,0.0%,588.83,65.32,-44.4
ALANO,PI000000000935,13060400005,CEFALIN 250MG SUSP 60ML,1,275.6,0.0%,249.94,29.53,-3.87
ALANO,PI000000001232,13060400005,CLONIPRES  75MCG TAB,31,674.25,0.0%,639.64,0,34.61
ALANO,PI000000001337,13060400005,COMBIZAR  50MG/12.5MG TAB,43,1044.9,0.0%,994.43,0,50.47
ALANO,PI000000001338,13060400005,COMBIZAR 100MG/25MG TAB,17,586.5,0.0%,557.84,0,28.66
ALANO,PI000000001352,13060400005,CONZACE CAP,447,5408.94,0.0%,5317.14,531.72,-439.92
ALANO,PI20170000469,13060400005,CONZACE CAP 9+1 PRO,11,1237.5,0.0%,1177.55,132.59,-72.64
ALANO,PI000000001414,13060400005,COXID 200MG CAP,5,177.5,0.0%,168.55,19.02,-10.07
ALANO,PI01012014003,13060400005,COXID 400MG CAP,11,599.5,0.0%,570.48,64.24,-35.22
ALANO,PI000000001456,13060400005,DAZOMET 500MG TAB,9,189,0.0%,171.47,20.25,-2.72
ALANO,PI000000001460,13060400005,DECILONE 4MG FRT TAB,384,11692.8,0.1%,11131.23,1252.83,-691.26
ALANO,PI000000001461,13060400005,DECILONE 500MCG  PLAIN TAB,49,428.75,0.0%,407.42,45.97,-24.64
ALANO,PI01122013005,13060400005,DECOLGEN FRT TAB,1654,9841.3,0.1%,9361.6,1054.46,-574.76
ALANO,PI0110201532,13060400005,DECOLGEN FRT TAB 5+1,50,1484.84,0.0%,1416.17,159.1,-90.43
ALANO,PI000000001467,13060400005,DECOLGEN NO-DROWSE TAB,49,328.3,0.0%,312.62,35.17,-19.49
ALANO,PI000000001471,13060400005,DECOLSIN CAP REF,135,1485,0.0%,1428.3,159.11,-102.41
ALANO,PI000000001472,13060400005,DECOLSIN SUSP REF  60ML,6,635.4,0.0%,604.98,68.09,-37.67
ALANO,PI0101201828,13060400005,DERMALIN BURN OINT 15GM UHP,5,472.5,0.0%,426,50.63,-4.13
ALANO,PI0101201501,13060400005,DERMALIN WFIELD OINT 15GM UHP,1,75,0.0%,71.04,8.04,-4.08
ALANO,PI000000001522,13060400005,DIATABS CAP,1422,10512.23,0.1%,10171.51,1123.46,-782.74
ALANO,PI000000001610,13060400005,DISUDRIN O DROP 10ML,19,2145.1,0.0%,2042.24,229.83,-126.97
ALANO,PI000000001611,13060400005,DISUDRIN O SYR  60ML,30,3450,0.0%,3285.7,369.61,-205.31
ALANO,PI000000001612,13060400005,DISUDRIN O SYR 120ML,2,345.5,0.0%,329.06,37.02,-20.58
ALANO,PI000000001621,13060400005,DIZITAB 25MG CHEWABLE TAB,28,294,0.0%,273.44,31.52,-10.96
ALANO,PI000000001625,13060400005,DOLAN FP 100MG 60ML,9,819.9,0.0%,760.37,87.84,-28.31
ALANO,PI000000001627,13060400005,DOLAN FP FRT 200MG 60ML,26,3759.6,0.0%,3410.68,402.8,-53.88
ALANO,PI000000001633,13060400005,DOLFENAL 250MG TAB,132,2112,0.0%,1915.45,226.31,-29.76
ALANO,PI000000001634,13060400005,DOLFENAL 500MG TAB,259,7601.65,0.1%,7236.46,814.45,-449.26
ALANO,PI0106201530,13060400005,DOXOFIX 400MG TAB,19,370.5,0.0%,349.41,39.71,-18.62
ALANO,PI000000001655,13060400005,DRENEX .75MG TAB,20,292,0.0%,278.12,31.28,-17.4
ALANO,PI000000001656,13060400005,DRENEX 3MG TAB,350,9975,0.1%,9492.63,1068.74,-586.37
ALANO,PI000000001667,13060400005,DUAVENT PULMONEB 500MCG,23,915.4,0.0%,871.66,98.08,-54.34
ALANO,PI000000001692,13060400005,E ZINC 55MG SYR 60ML,2,202,0.0%,191.48,21.64,-11.12
ALANO,PI000000001701,13060400005,ECZACORT 1% CRM 10GM,6,1797.6,0.0%,1630.41,192.6,-25.41
ALANO,PI0107201343,13060400005,ENERVON ACTIV CAP,53,702.25,0.0%,661.91,75.25,-34.91
ALANO,PI000000001758,13060400005,ENERVON C FLEX TAB,2607,16756.7,0.1%,16069.63,1780.56,-1093.49
ALANO,PI000000001759,13060400005,ENERVON C PLUS SYR  60ML,1,68.75,0.0%,65.4,7.37,-4.02
ALANO,PI000000001760,13060400005,ENERVON C PLUS SYR 120ML,8,1148,0.0%,1091.84,123.04,-66.88
ALANO,PI000000001761,13060400005,ENERVON C PLUS SYR 250ML,3,750,0.0%,705.54,80.37,-35.91
ALANO,PI000000001763,13060400005,ENERVON C TAB 30'S,35,6807.5,0.1%,6477.08,729.4,-398.98
ALANO,PI2021000000204,13060400005,ENERVON C TAB 30'S + ARGENTINA CBEEF 150GM,10,1945,0.0%,1850.6,208.4,-114
ALANO,PI2018000000349,13060400005,ESENSAMIN TAB,40,1084.8,0.0%,1446.54,0,-361.74
ALANO,PI0101202193,13060400005,EXFLEM 600MG GRAN SACHET,14,517.3,0.0%,492.8,55.43,-30.93
ALANO,PI000000001887,13060400005,EXIGO  8MG TAB,2,67,0.0%,63.5,7.18,-3.68
ALANO,PI000000001888,13060400005,EXIGO 16MG TAB,10,452.5,0.0%,431.05,48.5,-27.05
ALANO,PI0106201531,13060400005,EXIGO 24MG TAB,3,180.75,0.0%,171.78,19.38,-10.41
ALANO,PI000000001893,13060400005,EXPEL 15MG SYR 60ML,22,2552,0.0%,2211,273.46,67.54
ALANO,PI000000001891,13060400005,EXPEL 6MG DROPS 15ML,26,2743,0.0%,2371.52,293.86,77.62
ALANO,PI0103201516,13060400005,EXPEL OD 75MG CAP,16,332,0.0%,312.86,35.57,-16.43
ALANO,PI000000001930,13060400005,FENOFLEX 160MG CAP,41,1357.72,0.0%,1455.65,0,-97.93
ALANO,PI000000001934,13060400005,FERLIN DROP 15ML,3,367.5,0.0%,318.12,39.39,9.99
ALANO,PI000000001935,13060400005,FERLIN SYR 120ML,4,1255,0.0%,1086.52,134.48,34
ALANO,PI0111201649,13060400005,FLOTERA CHEW TAB,29,868.55,0.0%,827.6,93.06,-52.11
ALANO,PI20170000107,13060400005,FLUTIZAL 25MCG/125MCG INH,2,824,0.0%,784,88.29,-48.29
ALANO,PI2021000000187,13060400005,FORTIMA 22IU/500MG/10MG FC TAB,14,168,0.0%,159.1,18,-9.1
ALANO,PI2021000000191,13060400005,FORTIPLEX TAB 11+1 PHAREX,3,535.5,0.0%,509.43,57.38,-31.31
ALANO,PI000000002036,13060400005,FOZAL 10MG TAB,30,1290,0.0%,1720.05,0,-430.05
ALANO,PI0110201502,13060400005,GI PRO-TEC 1+ LGG 1.5GM SACH,4,128,0.0%,114.4,13.71,-0.11
ALANO,PI000000002157,13060400005,GLUBITOR 30MG OD TAB,123,1070.85,0.0%,1032,0,38.85
ALANO,PI000000002158,13060400005,GLUBITOR 80MG TAB,40,356,0.0%,338.88,0,17.12
ALANO,PI000000002190,13060400005,GLUMET  500MG TAB,146,1350.5,0.0%,1261.48,0,89.02
ALANO,PI000000002192,13060400005,GLUMET XR 500MG TAB,205,2061.84,0.0%,2109.98,0,-48.14
ALANO,PI000000002198,13060400005,GLYDOLAX 1.9G SUPP INFANT,24,192,0.0%,179.2,20.58,-7.78
ALANO,PI000000002215,13060400005,GROWEE PEDTECH DRP 15ML,1,84.6,0.0%,80.54,9.06,-5
ALANO,PI000000002217,13060400005,GROWEE PEDTECH SYR 120ML,6,991.8,0.0%,944.4,106.26,-58.86
ALANO,PI000000002218,13060400005,GROWEE PEDTECH SYR 250ML,1,295,0.0%,281.04,31.61,-17.65
ALANO,PI2021000000251,13060400005,GYNEPRO FEMWASH 60ML + MEDICOL 2'S PRO,2,141.5,0.0%,134.78,15.16,-8.44
ALANO,PI2019000000344,13060400005,GYNEPRO ULTRA PROT FEM W 150ML,1,160.5,0.0%,151.36,17.2,-8.06
ALANO,PI000000002251,13060400005,HEMARATE FA TAB,85,1933.75,0.0%,1833.36,207.21,-106.82
ALANO,PI000000002253,13060400005,HEMARATE TAB,58,1412.3,0.0%,1346.16,151.32,-85.18
ALANO,PI000000002260,13060400005,HEMOSTAN  500MG CAP,73,2701,0.0%,2555.47,289.4,-143.87
ALANO,PI000000002271,13060400005,HIMOX   250MG CAP,30,270,0.0%,256.92,28.93,-15.85
ALANO,PI000000002272,13060400005,HIMOX   500MG CAP,141,2097.75,0.0%,2182.57,16.15,-100.97
ALANO,PI000000002277,13060400005,HIMOX 250MG SUSP  60ML,1,149.95,0.0%,141.43,16.07,-7.55
ALANO,PI000000002278,13060400005,HIMOX 250MG SUSP 105ML,1,164.3,0.0%,156.46,17.6,-9.76
ALANO,PI000000002292,13060400005,HISTACORT 2MG TAB,10,99,0.0%,93.7,10.6,-5.3
ALANO,PI000000002329,13060400005,HYDRITE APPLE 4.1GM,50,822.5,0.0%,745.05,88.12,-10.67
ALANO,PI000000002330,13060400005,HYDRITE BANANA 4.1GM,10,164.5,0.0%,149.01,17.63,-2.14
ALANO,PI000000002331,13060400005,HYDRITE SACHET,5,78.75,0.0%,71.15,8.44,-0.84
ALANO,PI000000002353,13060400005,HYTAZ 25MG TAB,22,140.8,0.0%,134.02,0,6.78
ALANO,PI01012014005,13060400005,IDEZAR 150MG TAB,65,1422.25,0.0%,1327.97,0,94.28
ALANO,PI0109201531,13060400005,IMMUNPRO 500MG TAB,1012,7679.63,0.1%,7518.48,765.49,-604.34
ALANO,PI000000002452,13060400005,ISOXILAN 10MG TAB,9,202.5,0.0%,192.6,21.69,-11.79
ALANO,PI000000002491,13060400005,KASTAIR 10MG TAB,2,79.5,0.0%,76.98,8.52,-6
ALANO,PI000000002535,13060400005,KIDDILETS 120MG CHEW TAB,997,2492.5,0.0%,2337.73,267.09,-112.32
ALANO,PI2019000000211,13060400005,KIDDILETS 120MG/5ML SYR 60ML,8,398,0.0%,377.37,42.64,-22.01
ALANO,PI000000002567,13060400005,KLINDEX 300MG CAP,20,1147.2,0.0%,1365.13,46.09,-264.02
ALANO,PI01112013119,13060400005,KREMIL S ADVANCE TAB,184,3643.2,0.0%,3471.7,390.34,-218.84
ALANO,PI000000002581,13060400005,KREMIL S TAB,1135,8508.21,0.1%,8187.54,910.45,-589.78
ALANO,PI000000002582,13060400005,KREMIL S TAB 5+1,49,1837.5,0.0%,1748.07,196.89,-107.46
ALANO,PI0111201642,13060400005,LACTEZIN 5MG CAP,21,546,0.0%,515.47,58.51,-27.98
ALANO,PI000000002719,13060400005,LIFEZAR  50MG TAB,114,2549.07,0.0%,2636.41,0,-87.34
ALANO,PI000000002720,13060400005,LIFEZAR 100MG TAB,141,3774.36,0.0%,3806.04,0,-31.68
ALANO,PI000000002762,13060400005,LIVERPRIME CAP,30,1030.5,0.0%,980.87,110.41,-60.78
ALANO,PI000000002765,13060400005,LLANOL 100MG TAB,6,80.4,0.0%,76.32,8.61,-4.53
ALANO,PI000000002797,13060400005,LORMIDE 2MG CAP,22,165,0.0%,155.1,17.69,-7.79
ALANO,PI000000002898,13060400005,MAXVIT CAP,24,336,0.0%,316.99,36,-16.99
ALANO,PI000000002912,13060400005,MEDICOL ADV 200MG CAP,3749,22116.47,0.2%,21220.1,2369.65,-1473.28
ALANO,PI2018000000168,13060400005,MEDICOL ADV 200MG CAP 8+2,30,1358.4,0.0%,1358.4,0,0
ALANO,PI01012014007,13060400005,MEDICOL ADV 400MG CAP,848,9158.4,0.1%,8793.76,981.26,-616.62
ALANO,PI000000006007,13060400005,MEDICOL ADV 400MG CAP 4+1,72,3110.4,0.0%,2988.7,333.27,-211.57
ALANO,PI0101202196,13060400005,METCORT 16MG TAB,22,731.5,0.0%,696.76,78.38,-43.64
ALANO,PI000000003086,13060400005,MONTRA 30MG CAP,26,402.69,0.0%,391.89,29.82,-19.02
ALANO,PI000000003104,13060400005,MOVELAX SYR  30ML,1,111.9,0.0%,101.43,11.99,-1.52
ALANO,PI0101201746,13060400005,MULTI B TAB,30,135,0.0%,127.5,14.46,-6.96
ALANO,PI000000003142,13060400005,MUPICIN OINT 5GM,1,275.5,0.0%,249.91,29.52,-3.93
ALANO,PI000000003180,13060400005,MYRA  E 400IU CAP 30'S,22,7700,0.1%,7344.7,825,-469.7
ALANO,PI000000003181,13060400005,MYRA  E 400IU CAP FOIL,1417,16437.2,0.1%,15768.69,1761.13,-1092.62
ALANO,PI202000000074,13060400005,MYRA  E 400IU CAP FOIL 12+2 PRO,19,2644.8,0.0%,2537.24,283.35,-175.79
ALANO,PI2019000000290,13060400005,MYRA CLSC MOIST LOT 100ML,1,70,0.0%,60.87,7.5,1.63
ALANO,PI2019000000292,13060400005,MYRA CLSC MOIST LOT 175ML,1,130,0.0%,113.04,13.93,3.03
ALANO,PI2019000000242,13060400005,MYRA CLSC WHITENING LOT 100ML,5,525,0.0%,456.5,56.25,12.25
ALANO,PI2019000000160,13060400005,MYRA CLSC WHITENING LOT 50ML,1,60,0.0%,52.17,6.43,1.4
ALANO,PI2019000000161,13060400005,MYRA FRESH GLOW WHT FW SCHT 10ML,6,90,0.0%,78.26,9.64,2.1
ALANO,PI2019000000247,13060400005,MYRA MOIST PLUS LOT 200ML,1,150,0.0%,130.44,16.07,3.49
ALANO,PI2019000000248,13060400005,MYRA MOIST PLUS LOT 50ML,1,43,0.0%,37.4,4.61,0.99
ALANO,PI2019000000249,13060400005,MYRA SMOOTH GLOW WHT FM 7ML,10,110,0.0%,95.64,11.79,2.57
ALANO,PI2019000000250,13060400005,MYRA SMOOTH GLOW WHT FW 50ML,1,75,0.0%,65.22,8.04,1.74
ALANO,PI2018000000438,13060400005,MYRA ULTIMATE SOFTGEL CAP,241,4639.25,0.0%,4381.81,497.08,-239.64
ALANO,PI2019000000123,13060400005,MYRA ULTIMATE SOFTGEL CAP 30'S,1,577.5,0.0%,545.45,61.88,-29.83
ALANO,PI2019000000124,13060400005,MYRA ULTIMATE SOFTGEL CAP 8'S,7,1078,0.0%,1018.16,115.5,-55.66
ALANO,PI000000003220,13060400005,MYRACOF 30MG TAB,25,112.5,0.0%,106.13,12.05,-5.68
ALANO,PI202100000010,13060400005,MYRACOF 30MG TAB 7+1,4,126,0.0%,118.72,13.51,-6.23
ALANO,PI000000003225,13060400005,NAFARIN A TAB,30,207,0.0%,195,22.19,-10.19
ALANO,PI000000003261,13060400005,NASOCLEAR NASAL SPRAY 30ML,1,75,0.0%,71.42,8.04,-4.46
ALANO,PI000000003262,13060400005,NASOFLO 50MCG 120D,3,1971.6,0.0%,1877.64,211.24,-117.28
ALANO,PI000000004035,13060400005,NEO-PYRAZON 50MG TAB,10,229,0.0%,217.84,24.54,-13.38
ALANO,PI000000003313,13060400005,NEOZEP DROP 10ML,47,4507.3,0.0%,4289.22,482.98,-264.9
ALANO,PI0105201532,13060400005,NEOZEP FRT CAPLET,8870,43904.29,0.3%,41839.54,4704,-2639.25
ALANO,PI0108201547,13060400005,NEOZEP FRT CAPLET 4'S,5,99,0.0%,94.2,10.61,-5.81
ALANO,PI20180000007,13060400005,NEOZEP FRT CAPLET 8+2,148,5860.8,0.0%,5584.93,627.95,-352.08
ALANO,PI0105201533,13060400005,NEOZEP NON-DROWSY CAPLET,31,178.25,0.0%,168.17,19.1,-9.02
ALANO,PI000000003317,13060400005,NEOZEP SYR 60ML,79,7576.1,0.1%,7209.54,811.78,-445.22
ALANO,PI000000003348,13060400005,NEUROGEN E REF TAB,44,611.6,0.0%,581.14,65.54,-35.08
ALANO,PI0112201526,13060400005,NEUROGEN E REF TAB 8'S,2,222.4,0.0%,210.12,23.82,-11.54
ALANO,PI2021000000313,13060400005,NEUROGEN E TAB 6+1,9,750.6,0.0%,713.22,80.43,-43.05
ALANO,PI000000003406,13060400005,NORIZEC 2MG TAB,10,199.5,0.0%,175.7,0,23.8
ALANO,PI000000003424,13060400005,NORTEN 10MG TAB,20,375,0.0%,559.32,0,-184.32
ALANO,PI000000003458,13060400005,NUTRILIN DROP 15ML,1,81.5,0.0%,77.51,8.73,-4.74
ALANO,PI000000003459,13060400005,NUTRILIN DROP 30ML,1,121,0.0%,115.18,12.96,-7.14
ALANO,PI000000003460,13060400005,NUTRILIN SYR 120ML,1,181.75,0.0%,172.97,19.47,-10.69
ALANO,PI000000003464,13060400005,NUTROPLEX W/I&L SYR  60ML,7,582.75,0.0%,550.62,62.44,-30.31
ALANO,PI000000003465,13060400005,NUTROPLEX W/I&L SYR 120ML,5,785,0.0%,747.15,84.1,-46.25
ALANO,PI000000003466,13060400005,NUTROPLEX W/I&L SYR 250ML,3,814.5,0.0%,775.2,87.27,-47.97
ALANO,PI000000003477,13060400005,OBIMIN PLUS CAP,15,247.5,0.0%,235.35,26.52,-14.37
ALANO,PI000000003525,13060400005,OMEPRON  20MG CAP,3,134.85,0.0%,128.38,14.45,-7.98
ALANO,PI000000003526,13060400005,OMEPRON  40MG CAP,15,1000.5,0.0%,952.95,107.2,-59.65
ALANO,PI000000003664,13060400005,PEDIAMOX 250MG SUSP 105ML,1,149,0.0%,135.16,15.96,-2.12
ALANO,PI2021000000105,13060400005,PH CARE COOLING COMFORT FW 150ML,1,126.75,0.0%,118.23,13.58,-5.06
ALANO,PI2021000000106,13060400005,PH CARE COOLING COMFORT FW 50ML,2,104,0.0%,97.2,11.14,-4.34
ALANO,PI2021000000109,13060400005,PH CARE DELICATE WHITE FW 50ML,1,53.5,0.0%,52.34,5.73,-4.57
ALANO,PI2021000000110,13060400005,PH CARE DELICATE WHITE FW 5ML,2,13.38,0.0%,13.08,1.43,-1.13
ALANO,PI2021000000112,13060400005,PH CARE FLORAL CLEAN FW 50ML,3,150.75,0.0%,140.19,16.14,-5.58
ALANO,PI2021000000116,13060400005,PH CARE NATURAL PROTECTION FW 50ML,3,159.75,0.0%,148.62,17.13,-6
ALANO,PI2021000000117,13060400005,PH CARE NATURAL PROTECTION FW 5ML,3,18,0.0%,16.67,1.93,-0.6
ALANO,PI000000003825,13060400005,PLOGREL 75MG TAB,18,633.73,0.0%,715.27,35.87,-117.41
ALANO,PI000000003878,13060400005,PRAVAZ 40MG TAB,37,927.2,0.0%,1070.54,0,-143.34
ALANO,PI0101201875,13060400005,PROGLIN  50MG TAB,40,1150,0.0%,1090.27,0,59.73
ALANO,PI0101201876,13060400005,PROGLIN MET  50/500MG TAB,20,625,0.0%,594.19,0,30.81
ALANO,PI0101201877,13060400005,PROGLIN MET  50/850MG TAB,5,125,0.0%,148.55,0,-23.55
ALANO,PI000000004003,13060400005,PROZELAX 400MCG CAP,36,2271.36,0.0%,2594.66,0,-323.3
ALANO,PI000000004023,13060400005,PURINASE 300MG TAB,3,99.75,0.0%,65.07,10.69,23.99
ALANO,PI000000004051,13060400005,QUADTAB TAB,162,1760,0.0%,1867.85,10.37,-118.22
ALANO,PI000000004080,13060400005,RASHFREE 200MG OINT 30GM,2,374.5,0.0%,356.6,40.12,-22.22
ALANO,PI000000004103,13060400005,RELESTAL DROPS 15ML,2,337,0.0%,291.78,36.1,9.12
ALANO,PI000000004104,13060400005,RELESTAL SYR  60ML,1,168.6,0.0%,152.9,18.06,-2.36
ALANO,PI000000004131,13060400005,RESTIME DRP 10ML,18,1809,0.0%,1734.52,193.84,-119.36
ALANO,PI000000004142,13060400005,REVICON FLEX TAB,791,3836.35,0.0%,3731.13,411.02,-305.8
ALANO,PI000000004145,13060400005,REVICON FRT IMP TAB 30'S,6,874.5,0.0%,849.06,93.71,-68.27
ALANO,PI000000004148,13060400005,REXIDOL FRT TAB,2860,14142.86,0.1%,13470.6,1511.5,-839.24
ALANO,PI2020000000132,13060400005,REXIDOL FRT TAB 4+1,50,990,0.0%,942,106.07,-58.07
ALANO,PI000000004205,13060400005,RM AMBROXOL 15MG SYR 120ML,1,120,0.0%,120,12.86,-12.86
ALANO,PI000000004206,13060400005,RM AMBROXOL 15MG SYR 60ML,1,72,0.0%,72,7.71,-7.71
ALANO,PI000000004208,13060400005,RM AMBROXOL 30MG SYR 60ML,1,80,0.0%,80,8.57,-8.57
