Product ID,Name,UOM,UOM VALUE,Alternate Code,Principal ID,Principal Name,Price
PI000000000447,ASIAN SECRET OLIVE SOAP 100GM,PCS,0,,13060400005,Unilab,0
PI000000000448,ASIAN SECRET SWEED CRM 250GM,PCS,0,,13060400005,Unilab,0
PI0101201617,ASIAN SECRET WHTHENING  50GM,PCS,0,,13060400005,Unilab,0
PI0101201616,ASIAN SECRET WHTHENING 100GM,PCS,0,,13060400005,Unilab,0
PI0101202192,ASIAN SECRT ANTI -ACNE S 45GM,PCS,0,,13060400005,Unilab,0
PI000000000454,ASMALIN 100MCG NON CFC,PCS,0,155642,13060400005,Unilab,0
PI000000000455,ASMALIN 2.5 PULMO NEB,PCS,30,156961,13060400005,Unilab,0
PI000000000456,ASMALIN 2MG SYR 60ML,PCS,1,151973,13060400005,Unilab,0
PI000000000457,ASMALIN 2MG TAB,PCS,0,,13060400005,Unilab,0
PI000000000459,ASMALIN BRON TAB,PCS,0,,13060400005,Unilab,0
PI000000000458,ASMALIN BRONCHO SYR 60ML,PCS,1,151914,13060400005,Unilab,0
PI000000000460,ASMAVENT PULMONEB 250MCG,PCS,30,,13060400005,Unilab,0
PI000000000463,ASPILETS 80MG TAB,TAB,500,140222,13060400005,Unilab,0
PI000000000464,ASPILETS EC 80MG TAB,TAB,150,140346,13060400005,Unilab,0
PI000000000470,ATEPROS 5MG TAB,TAB,30,117244,13060400005,Unilab,0
PI000000000471,ATHENA CHO PDR 180GM,PCS,0,,13060400005,Unilab,0
PI000000000472,ATHENA MILK PDR 180GM,PCS,0,,13060400005,Unilab,0
PI000000000473,ATHENA MILK PDR 400GM,PCS,0,,13060400005,Unilab,0
PI000000000479,ATORVASTATIN 10MG TAB PHAREX,PCS,30,,13060400005,Unilab,0
PI000000000480,ATORVASTATIN 20MG TAB PHAREX,PCS,30,,13060400005,Unilab,0
PI000000000515,AVAMAX 10MG TAB,TAB,100,155989,13060400005,Unilab,0
PI000000000515-S15,AVAMAX 10MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000000515-S30,AVAMAX 10MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000000516,AVAMAX 20MG TAB,TAB,100,155988,13060400005,Unilab,0
PI000000000516-S15,AVAMAX 20MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000000516-S30,AVAMAX 20MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000000517,AVAMAX 40MG TAB,TAB,100,155987,13060400005,Unilab,0
PI000000000517-S15,AVAMAX 40MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000000517-S30,AVAMAX 40MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI0101202142,AVAMAX 80MG TAB,TAB,30,155986,13060400005,Unilab,0
PI0101202142-S15,AVAMAX 80MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI0101202142-S30,AVAMAX 80MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000000525,AXERA IV  500GM VL,PCS,1,155740,13060400005,Unilab,0
PI000000000523,AXERA IV 1G VL,PCS,1,155734,13060400005,Unilab,0
PI000000000524,AXERA IV 2GM VL,PCS,1,155733,13060400005,Unilab,0
PI0112201606,AZITHROMYCIN 500MG TAB PHAREX,TAB,3,600150,13060400005,Unilab,0
PI000000000551,BACTIFREE OINT  5GM,PCS,0,152484,13060400005,Unilab,0
PI000000000552,BACTIFREE OINT 10GM,PCS,1,,13060400005,Unilab,0
PI000000005667,BICAPROS 50MG TAB,TAB,28,,13060400005,Unilab,0
PI000000000653,BIFIX TAB,TAB,100,141649,13060400005,Unilab,0
PI20170000374,BIOFLU NON-DROWSY CAP,CAP,100,,13060400005,Unilab,0
PI000000000663,BIOFLU REF TAB,TAB,100,152676,13060400005,Unilab,0
PI0108201549,BIOFLU REF TAB 5'S,PCK,0,152680,13060400005,Unilab,0
PI0108201345,BIOFLU REF TAB 5+1 PROMO,PCK,50,155845,13060400005,Unilab,0
PI202000000081,BIOFLU REF TAB 7+1 PROMO,PCK,25,169304,13060400005,Unilab,0
PI0107201303,BIOFLU SUSP 60ML,PCS,0,,13060400005,Unilab,0
PI000000000669,BIOGESIC 100MG DROP 15ML,PCS,1,155066,13060400005,Unilab,0
PI000000000665,BIOGESIC 120MG ORAN 60ML,PCS,1,,13060400005,Unilab,0
PI000000000664,BIOGESIC 120MG STRAW 60ML,PCS,0,,13060400005,Unilab,0
PI000000000667,BIOGESIC 250MG ORAN 60ML,PCS,1,151917,13060400005,Unilab,0
PI000000000666,BIOGESIC 250MG STRAW 60ML,PCS,0,151916,13060400005,Unilab,0
PI0109201615,BIOGESIC 325MG CAPLET,CAP,100,156163,13060400005,Unilab,0
PI0103201501,BIOGESIC 500MG CAPLET,CAP,500,156168,13060400005,Unilab,0
PI202100000021,BIOGESIC 500MG CAPLET 10'S,PCK,10,156184,13060400005,Unilab,0
PI000000000668,BIOGESIC 500MG CAPLET 6+2,PCK,0,,13060400005,Unilab,0
PI20170000350,BIOGESIC 500MG CAPLET 8+2,PCK,25,158198,13060400005,Unilab,0
PI0101202003,BIOGESIC CAPLET 7+3 PROMO,PCK,20,,13060400005,Unilab,0
PI2020000000117,BIOGESIC ON THE GO PACK 20'S,PCK,8,168923,13060400005,Unilab,0
PI2021000000352,BIOME IMMUNE 400MG CAP,CAP,60,600253,13060400005,Unilab,0
PI2021000000334,BIOME LIPIDEC PROBIOTIC CAP,CAP,90,600257,13060400005,Unilab,0
PI000000005682,BPEPTIDE 2.5MG CAP,PCS,100,,13060400005,Unilab,0
PI000000000695,BPNORM 10MG TAB,TAB,30,156052,13060400005,Unilab,0
PI000000000696,BPNORM 20MG TAB,TAB,30,156228,13060400005,Unilab,0
PI000000000741,BURN OINT 15GM UHP,PCS,0,,13060400005,Unilab,0
PI000000000742,BURN OINT 30GM UHP,PCS,0,,13060400005,Unilab,0
PI000000000766,CALACTATE 325MG TAB 100'S,PCK,1,102706,13060400005,Unilab,0
PI000000000767,CALACTATE 650MG TAB 100'S,TAB,1,102736,13060400005,Unilab,0
PI000000000777,CALCIBLOC  5MG CAP,PCS,100,,13060400005,Unilab,0
PI000000000778,CALCIBLOC 10MG CAP,PCS,100,,13060400005,Unilab,0
PI000000000779,CALCIBLOC OD 30MG TAB,PCS,50,,13060400005,Unilab,0
PI000000000787,CALCIUMADE TAB,TAB,100,156263,13060400005,Unilab,0
PI0108201551,CALCIUMADE TAB 12'S,PCK,1,156262,13060400005,Unilab,0
PI2019000000342,CALCIUMADE TAB 8+2,PCK,1,168822,13060400005,Unilab,0
PI000000000808,CANDEZ  8MG TAB,TAB,30,152057,13060400005,Unilab,0
PI000000000808-S15,CANDEZ  8MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000000808-S30,CANDEZ  8MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000000809,CANDEZ 16MG TAB,TAB,30,152080,13060400005,Unilab,0
PI000000000809-S15,CANDEZ 16MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000000809-S30,CANDEZ 16MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000000810,CANDEZ PLUS 16MG/12.5MG TAB,TAB,30,152613,13060400005,Unilab,0
PI000000000810-S15,CANDEZ PLUS 16MG/12.5MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000000810-S30,CANDEZ PLUS 16MG/12.5MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000000840,CARBTRIM APPLE ICETEA MIX 5GM,PCS,6,,13060400005,Unilab,0
PI0108201383,CARBTRIM CAP,PCS,80,,13060400005,Unilab,0
PI000000000841,CARBTRIM LMN ICETEA MIX 5GM,PCS,6,,13060400005,Unilab,0
PI000000000845,CARDEPINE  2MG AMP 2ML,PCS,5,,13060400005,Unilab,0
PI000000000842,CARDEPINE 10MG AMP 10ML,PCS,5,141732,13060400005,Unilab,0
PI000000000843,CARDEPINE 10MG TAB,PCS,0,,13060400005,Unilab,0
PI000000000844,CARDEPINE 20MG TAB,PCS,0,,13060400005,Unilab,0
PI000000000846,CARDEPINE 40MG SR CAP,PCS,0,,13060400005,Unilab,0
PI000000000851,CARDIOSEL  50MG TAB,TAB,100,152096,13060400005,Unilab,0
PI000000000852,CARDIOSEL 100MG TAB,TAB,100,152376,13060400005,Unilab,0
PI000000000853,CARDIOSEL 47.5MG OD TAB,TAB,100,152099,13060400005,Unilab,0
PI000000000873,CARVID  6.25MG TAB,TAB,30,156243,13060400005,Unilab,0
PI000000000873-S15,CARVID  6.25MG TAB 15'S,PCK,1,,13060400005,Unilab,0
PI000000000873-S30,CARVID  6.25MG TAB 30'S,PCK,1,,13060400005,Unilab,0
PI000000000872,CARVID 25MG TAB,TAB,30,141716,13060400005,Unilab,0
PI000000000872-S15,CARVID 25MG TAB 15'S,PCK,1,,13060400005,Unilab,0
PI000000000872-S30,CARVID 25MG TAB 30'S,PCK,1,,13060400005,Unilab,0
PI0107201369,CARVID PLUS 25MG TAB,PCS,0,,13060400005,Unilab,0
PI0107201370,CARVID PLUS 50MG TAB,PCS,0,,13060400005,Unilab,0
PI000000000888,CEELIN 100MG SYR  60ML,PCS,1,151958,13060400005,Unilab,0
PI000000000890,CEELIN 100MG SYR 120ML,PCS,0,,13060400005,Unilab,0
PI000000000892,CEELIN 100MG SYR 250ML,PCS,1,,13060400005,Unilab,0
PI000000000894,CEELIN 100MG SYR 500ML,PCS,1,151924,13060400005,Unilab,0
PI000000000896,CEELIN CHEWABLE TAB 30'S,TAB,1,141690,13060400005,Unilab,0
PI000000000895,CEELIN CHEWABLE TAB 60'S,PCK,12,,13060400005,Unilab,0
PI000000000897,CEELIN DROP 15ML,PCS,1,,13060400005,Unilab,0
PI000000000898,CEELIN DROP 30ML,PCS,1,151920,13060400005,Unilab,0
PI01082013304,CEELIN DROP 30ML PRO,PCS,1,,13060400005,Unilab,0
PI000000005683,CEELIN PLUS  15ML,PCS,1,154964,13060400005,Unilab,0
PI000000005684,CEELIN PLUS  30ML,PCS,1,154965,13060400005,Unilab,0
PI2019000000391,CEELIN PLUS  30ML PROMO,PCS,1,,13060400005,Unilab,0
PI000000000901,CEELIN PLUS  60ML,PCS,1,,13060400005,Unilab,0
PI000000000902,CEELIN PLUS  60ML PRO,PCS,0,,13060400005,Unilab,0
PI000000000903,CEELIN PLUS 120ML,PCS,1,,13060400005,Unilab,0
PI000000000904,CEELIN PLUS 250ML,PCS,1,152365,13060400005,Unilab,0
PI000000000905,CEELIN PLUS 250ML PRO,PCS,0,152365,13060400005,Unilab,0
PI0103201602,CEELIN PLUS CHEWTAB,TAB,100,156328,13060400005,Unilab,0
PI2019000000207,CEELIN PLUS CHEWTAB 10'S,TAB,1,156327,13060400005,Unilab,0
PI0106201306,CEETAB 500MG TAB 100'S,PCK,12,155089,13060400005,Unilab,0
PI01122013062,CEETAB DAILY TAB,TAB,100,155615,13060400005,Unilab,0
PI20170000304,CEETAB DAILY TAB 18+2,PCK,1,,13060400005,Unilab,0
PI01122013062-P,CEETAB DAILY TAB 8+2,PCK,1,,13060400005,Unilab,0
PI2021000000357,CEETAB KIDS 120ML,PCS,1,170534,13060400005,Unilab,0
PI000000000930,CEFALIN  250MG CAP,CAP,50,140215,13060400005,Unilab,0
PI000000000931,CEFALIN  500MG CAP,CAP,50,140205,13060400005,Unilab,0
PI000000000932,CEFALIN 100MG DROP 10ML,PCS,0,,13060400005,Unilab,0
PI000000000933,CEFALIN 125MG SUSP 60ML,PCS,0,,13060400005,Unilab,0
PI000000000934,CEFALIN 250MG SUSP 30ML,PCS,0,,13060400005,Unilab,0
PI000000000935,CEFALIN 250MG SUSP 60ML,PCS,0,,13060400005,Unilab,0
PI0112201604,CEFIXIME 200MG TAB PHAREX,TAB,10,600155,13060400005,Unilab,0
PI000000000953,CEFUROXIME 500MG TAB PHAREX,TAB,50,600143,13060400005,Unilab,0
PI2019000000308,CEFUROXIME 750MG PDR INJ VIAL PHAREX,PCS,1,600139,13060400005,Unilab,0
PI20170000253,CELETEQUE ACNE BACK SPRY 50ML,PCS,1,,13060400005,Unilab,0
PI201900000090,CELETEQUE ACNE CLENS GEL 100ML,PCS,1,,13060400005,Unilab,0
PI0108201552,CELETEQUE ACNE CLENS GEL 50ML,PCS,1,800005,13060400005,Unilab,0
PI000000000986,CELETEQUE ACNE OIL C TONER 125ML,PCS,0,4.80779E+12,13060400005,Unilab,0
PI20170000254,CELETEQUE ACNE SOL FM GEL 50ML,PCS,1,,13060400005,Unilab,0
PI2019000000374,CELETEQUE ACNE SOL PORE MIN SER 20ML,PCS,1,800007,13060400005,Unilab,0
PI0108201513,CELETEQUE ACNE SOL SPOT 5ML,PCS,1,,13060400005,Unilab,0
PI000000000988,CELETEQUE ACNE SOL TONER  65ML,PCS,1,800057-4807788518880,13060400005,Unilab,0
PI201900000075,CELETEQUE ACNE-CLRNG CNCLR 250MG CRM,PCS,1,800180,13060400005,Unilab,0
PI20170000284,CELETEQUE ADV ANTI-AGING ALC-F TNR FM 125ML,PCS,1,157024-800014,13060400005,Unilab,0
PI000000000971,CELETEQUE ADV ANTI-WRINKLE FM,PCS,0,,13060400005,Unilab,0
PI000000000972,CELETEQUE ADV BREAKOFF CAP,CAP,0,,13060400005,Unilab,0
PI000000000973,CELETEQUE ADV CLNSNG OIL  50ML,PCS,0,,13060400005,Unilab,0
PI000000000974,CELETEQUE ADV CLNSNG OIL 100ML,PCS,0,,13060400005,Unilab,0
PI0108201514,CELETEQUE ADV COLAGEN 40ML,PCS,1,,13060400005,Unilab,0
PI000000000975,CELETEQUE ALC FREE TONER 65ML,PCS,1,800068-4807788518873,13060400005,Unilab,0
PI000000005967,CELETEQUE B BODY CRM 200ML,PCS,0,,13060400005,Unilab,0
PI0111201503,CELETEQUE BRIGHT DARK SPOT 15ML CRM,PCS,0,,13060400005,Unilab,0
PI0108201515,CELETEQUE BRIGHT EYE CRM 15ML,PCS,1,,13060400005,Unilab,0
PI20170000285,CELETEQUE BRIGHTENING ALC-FREE TNR 125ML,PCS,1,157025-4807788570253-800021,13060400005,Unilab,0
PI20170000255,CELETEQUE BRIGHTENING FW 75ML,PCS,1,154556-4807788545565-800017,13060400005,Unilab,0
PI2021000000404,CELETEQUE BRIGHTENING MICELLAR MILK 250ML,PCS,1,800754,13060400005,Unilab,0
PI000000000981,CELETEQUE FW EXFO  60ML,PCS,1,800060-151894,13060400005,Unilab,0
PI20170000256,CELETEQUE H&S CARE CLAR SHMP 250ML,PCS,1,155609-4807788556097-800166,13060400005,Unilab,0
PI000000000977,CELETEQUE HYDR FM LIQ  50ML,PCS,1,151899-800062,13060400005,Unilab,0
PI000000000978,CELETEQUE HYDR FM LIQ 100ML,PCS,1,151903-800061,13060400005,Unilab,0
PI000000000979,CELETEQUE HYDR FM LIQ 200ML,PCS,0,,13060400005,Unilab,0
PI000000000976,CELETEQUE HYDR FW EXFO 100ML,PCS,24,151886-800059,13060400005,Unilab,0
PI000000000982,CELETEQUE HYDR FW LIQ  10ML,PCS,0,,13060400005,Unilab,0
PI000000000983,CELETEQUE HYDR FW LIQ  60ML,PCS,36,151904-800066,13060400005,Unilab,0
PI000000000984,CELETEQUE HYDR FW LIQ 100ML,PCS,24,,13060400005,Unilab,0
PI000000000985,CELETEQUE HYDR FW LIQ 250ML,PCS,12,151902,13060400005,Unilab,0
PI20170000257,CELETEQUE HYDR H.MOIST MIST 50ML,PCS,1,157399,13060400005,Unilab,0
PI201900000076,CELETEQUE HYDR MMIST LIQ SPRY 50ML,PCS,1,800023,13060400005,Unilab,0
PI000000000989,CELETEQUE HYDR TONER 125ML,PCS,1,800067-4807788518965,13060400005,Unilab,0
PI000000000990,CELETEQUE HYDR TONER 250ML,PCS,0,,13060400005,Unilab,0
PI2019000000291,CELETEQUE HYDR WIPES 12 SHEETS,PCS,1,800024,13060400005,Unilab,0
PI2019000000241,CELETEQUE HYDR WIPES 20SHEETS,PCS,6,800024,13060400005,Unilab,0
PI202100000092,CELETEQUE HYDRATION MICELLAR WATER 250ML,PCS,1,800753,13060400005,Unilab,0
PI2019000000375,CELETEQUE LINE-RDCNG EYE MASK 4ML,PCS,1,800012,13060400005,Unilab,0
PI2019000000366,CELETEQUE LIQ FND HONEY 24-HR 35ML,PCS,1,,13060400005,Unilab,0
PI000000000987,CELETEQUE OIL CONTROL TONER 250ML,PCS,0,,13060400005,Unilab,0
PI2019000000376,CELETEQUE REJUV FACIAL MASK 20ML,PCS,1,800013,13060400005,Unilab,0
PI0108201516,CELETEQUE REST WRNKL  CRM 15ML,PCS,1,,13060400005,Unilab,0
PI20170000182,CELETEQUE SC SPF15 FM 50ML,PCS,1,800069,13060400005,Unilab,0
PI20170000178,CELETEQUE SC SPF30 MATTE MOIST 50ML,PCS,1,800030-4807788545077,13060400005,Unilab,0
PI2021000000104,CELETEQUE SUN CARE F&B CRM 120ML,PCS,1,800029,13060400005,Unilab,0
PI2019000000365,CELETEQUE SUN CARE SPR 100ML,PCS,1,,13060400005,Unilab,0
PI000000001092,CHOLINERV   500MG TAB,TAB,30,141205,13060400005,Unilab,0
PI0104201601,CHOLINERV  1G TAB,TAB,30,156703,13060400005,Unilab,0
PI000000001089,CHOLINERV 100MG DRP 15ML,PCS,1,151982,13060400005,Unilab,0
PI000000001090,CHOLINERV 125MG/ML AMP 4ML,PCS,6,152247,13060400005,Unilab,0
PI000000001091,CHOLINERV 250MG/ML AMP 4ML,PCS,5,152127,13060400005,Unilab,0
PI0106201600,CITAGEM 1G PDR VL,PCS,0,,13060400005,Unilab,0
PI0106201601,CITAGEM 200MG PDR VL,PCS,0,,13060400005,Unilab,0
PI01012014001,CLEARASCAR GEL  6GM,PCS,0,,13060400005,Unilab,0
