Branch,Product ID,Principal ID,Product,Qty,Total,%,Cost,Tax,Gross Profit
ALANO,PI000000000515,13060400005,AVAMAX 10MG TAB,7,141.4,0.0%,167.3,0,-25.9
ALANO,PI000000000516,13060400005,AVAMAX 20MG TAB,56,1539.2,0.0%,1575.9,0,-36.7
ALANO,PI000000000517,13060400005,AVAMAX 40MG TAB,215,7697,0.1%,7332.86,0,364.14
ALANO,PI000000000552,13060400005,BACTIFREE OINT 10GM,3,1394.25,0.0%,1328.25,149.37,-83.37
ALANO,PI000000000663,13060400005,BIOFLU REF TAB,2693,20191.07,0.2%,19206.9,2161.6,-1177.43
ALANO,PI000000000669,13060400005,BIOGESIC 100MG DROP 15ML,36,2475,0.0%,2357.64,265.18,-147.82
ALANO,PI000000000665,13060400005,BIOGESIC 120MG ORAN 60ML,79,6422.7,0.1%,6117.76,688.09,-383.15
ALANO,PI000000000664,13060400005,BIOGESIC 120MG STRAW 60ML,1,81.3,0.0%,77.44,8.71,-4.85
ALANO,PI000000000667,13060400005,BIOGESIC 250MG ORAN 60ML,39,4988.1,0.0%,4748.01,534.44,-294.35
ALANO,PI0103201501,13060400005,BIOGESIC 500MG CAPLET,11643,43650.54,0.4%,41618.09,4673.96,-2641.51
ALANO,PI000000000787,13060400005,CALCIUMADE TAB,86,779,0.0%,783.01,73.29,-77.3
ALANO,PI000000000808,13060400005,CANDEZ  8MG TAB,53,1057.35,0.0%,1007.96,0,49.39
ALANO,PI000000000809,13060400005,CANDEZ 16MG TAB,8,276,0.0%,255.02,0,20.98
ALANO,PI000000000810,13060400005,CANDEZ PLUS 16MG/12.5MG TAB,45,1227.6,0.0%,1437.16,0,-209.56
ALANO,PI000000000851,13060400005,CARDIOSEL  50MG TAB,80,340,0.0%,323.73,0,16.27
ALANO,PI000000000852,13060400005,CARDIOSEL 100MG TAB,21,144.9,0.0%,137.79,0,7.11
ALANO,PI000000000873,13060400005,CARVID  6.25MG TAB,212,2193.4,0.0%,2220.62,0,-27.22
ALANO,PI000000000872,13060400005,CARVID 25MG TAB,74,1339.55,0.0%,1291.89,0,47.66
ALANO,PI000000000888,13060400005,CEELIN 100MG SYR  60ML,17,1147.5,0.0%,1071,122.91,-46.41
ALANO,PI000000000890,13060400005,CEELIN 100MG SYR 120ML,25,3050,0.0%,2902,326.75,-178.75
ALANO,PI000000000892,13060400005,CEELIN 100MG SYR 250ML,1,228.25,0.0%,217.34,24.46,-13.55
ALANO,PI000000000894,13060400005,CEELIN 100MG SYR 500ML,2,825.9,0.0%,786.54,88.49,-49.13
ALANO,PI000000000896,13060400005,CEELIN CHEWABLE TAB 30'S,3,435.75,0.0%,414.96,46.68,-25.89
ALANO,PI000000000897,13060400005,CEELIN DROP 15ML,11,794.75,0.0%,756.25,85.14,-46.64
ALANO,PI000000000898,13060400005,CEELIN DROP 30ML,19,2469.05,0.0%,2351.63,264.53,-147.11
ALANO,PI000000005683,13060400005,CEELIN PLUS  15ML,3,263.25,0.0%,246.03,28.2,-10.98
ALANO,PI000000000901,13060400005,CEELIN PLUS  60ML,5,397.5,0.0%,371.45,42.6,-16.55
ALANO,PI000000000903,13060400005,CEELIN PLUS 120ML,28,4109,0.0%,3914.4,440.22,-245.62
ALANO,PI000000000904,13060400005,CEELIN PLUS 250ML,9,2506.5,0.0%,2341.36,268.56,-103.42
ALANO,PI0103201602,13060400005,CEELIN PLUS CHEWTAB,372,2213.4,0.0%,2106.85,237.17,-130.62
ALANO,PI01122013062,13060400005,CEETAB DAILY TAB,643,1446.75,0.0%,1397.12,155,-105.37
ALANO,PI2021000000357,13060400005,CEETAB KIDS 120ML,1,118.9,0.0%,113.21,12.74,-7.05
ALANO,PI000000001092,13060400005,CHOLINERV   500MG TAB,5,313.75,0.0%,334.41,0,-20.66
ALANO,PI000000001232,13060400005,CLONIPRESS  75MCG TAB,66,1435.5,0.0%,1361.82,0,73.68
ALANO,PI000000001337,13060400005,COMBIZAR  50MG/12.5MG TAB,59,1433.7,0.0%,1364.44,0,69.26
ALANO,PI000000001352,13060400005,CONZACE CAP,451,5494.65,0.1%,5364.7,550.44,-420.49
ALANO,PI000000001414,13060400005,COXID 200MG CAP,12,426,0.0%,404.52,45.65,-24.17
ALANO,PI01012014003,13060400005,COXID 400MG CAP,2,109,0.0%,103.72,11.68,-6.4
ALANO,PI000000001456,13060400005,DAZOMET 500MG TAB,6,112.5,0.0%,107.17,0,5.33
ALANO,PI000000001460,13060400005,DECILONE 4MG FRT TAB,98,2670.5,0.0%,2536.4,0,134.1
ALANO,PI000000001461,13060400005,DECILONE 500MCG  PLAIN TAB,33,262.35,0.0%,244.98,0,17.37
ALANO,PI01122013005,13060400005,DECOLGEN FRT TAB,720,4284,0.0%,4075.2,459.04,-250.24
ALANO,PI000000001467,13060400005,DECOLGEN NO-DROWSE TAB,266,1782.2,0.0%,1697.17,190.95,-105.92
ALANO,PI000000001471,13060400005,DECOLSIN CAP REF,37,407,0.0%,391.46,43.62,-28.08
ALANO,PI000000001472,13060400005,DECOLSIN SUSP REF  60ML,2,211.8,0.0%,201.66,22.7,-12.56
ALANO,PI0101201828,13060400005,DERMALIN BURN OINT 15GM UHP,1,94.5,0.0%,89.93,10.13,-5.56
ALANO,PI000000001522,13060400005,DIATABS CAP,987,7295.34,0.1%,7059.75,779.36,-543.77
ALANO,PI0101201778,13060400005,DIATABS CAP 5+1,6,222,0.0%,214.63,23.79,-16.42
ALANO,PI0111201656,13060400005,DIOXEL 450MG/50MG  TAB,13,448.5,0.0%,424.96,48.05,-24.51
ALANO,PI000000001610,13060400005,DISUDRIN O DROP 10ML,11,1241.9,0.0%,1182.28,133.08,-73.46
ALANO,PI000000001611,13060400005,DISUDRIN O SYR  60ML,15,1725,0.0%,1642.8,184.8,-102.6
ALANO,PI000000001612,13060400005,DISUDRIN O SYR 120ML,1,172.75,0.0%,164.54,18.51,-10.3
ALANO,PI000000001625,13060400005,DOLAN FP 100MG 60ML,11,1002.1,0.0%,954.58,107.36,-59.84
ALANO,PI000000001627,13060400005,DOLAN FP FRT 200MG 60ML,11,1590.6,0.0%,1515.11,170.42,-94.93
ALANO,PI000000001633,13060400005,DOLFENAL 250MG TAB,176,2816,0.0%,2645.33,301.7,-131.03
ALANO,PI000000001634,13060400005,DOLFENAL 500MG TAB,244,7161.4,0.1%,6817.36,767.29,-423.25
ALANO,PI000000001650,13060400005,DOXIN 100MG CAP,13,1075.75,0.0%,1147.38,0,-71.63
ALANO,PI0106201530,13060400005,DOXOFIX 400MG TAB,3,58.5,0.0%,55.17,6.27,-2.94
ALANO,PI000000001655,13060400005,DRENEX .75MG TAB,39,555.9,0.0%,502.06,45.36,8.48
ALANO,PI000000001656,13060400005,DRENEX 3MG TAB,346,9082.5,0.1%,8378.67,0,703.83
ALANO,PI000000001667,13060400005,DUAVENT PULMONEB 500MCG,27,1074.6,0.0%,1023.25,115.13,-63.78
ALANO,PI000000001691,13060400005,E ZINC 27.5MG DROP 15ML,2,188.7,0.0%,179.72,20.22,-11.24
ALANO,PI000000001701,13060400005,ECZACORT 1% CRM 10GM,2,662,0.0%,570.64,70.93,20.43
ALANO,PI0107201343,13060400005,ENERVON ACTIV CAP,38,503.5,0.0%,474.98,53.96,-25.44
ALANO,PI000000001758,13060400005,ENERVON C FLEX TAB,2065,13319.25,0.1%,12728.73,1427.03,-836.51
ALANO,PI000000001759,13060400005,ENERVON C PLUS SYR  60ML,7,481.25,0.0%,457.8,51.58,-28.13
ALANO,PI000000001760,13060400005,ENERVON C PLUS SYR 120ML,3,430.5,0.0%,409.44,46.14,-25.08
ALANO,PI000000001761,13060400005,ENERVON C PLUS SYR 250ML,2,500,0.0%,470.36,53.58,-23.94
ALANO,PI000000001763,13060400005,ENERVON C TAB 30'S,37,7196.5,0.1%,6847.22,771.08,-421.8
ALANO,PI202100000055,13060400005,EXFLEM 600MG EFFVSCNT TAB 10'S,2,700,0.0%,667.78,75,-42.78
ALANO,PI000000001888,13060400005,EXIGO 16MG TAB,13,588.25,0.0%,560.34,63.03,-35.12
ALANO,PI000000001893,13060400005,EXPEL 15MG SYR 60ML,16,1856,0.0%,1768.68,198.88,-111.56
ALANO,PI000000001891,13060400005,EXPEL 6MG DROPS 15ML,10,1055,0.0%,1003.3,113.01,-61.31
ALANO,PI000000001930,13060400005,FENOFLEX 160MG CAP,10,373,0.0%,355.04,0,17.96
ALANO,PI000000001934,13060400005,FERLIN DROP 15ML,1,122.5,0.0%,116.65,13.13,-7.28
ALANO,PI000000001940,13060400005,FERSULFATE IRON TAB UHP 100'S,3,423,0.0%,422.49,45.32,-44.81
ALANO,PI20170000107,13060400005,FLUTIZAL 25MCG/125MCG INH,1,412,0.0%,392,44.14,-24.14
ALANO,PI000000002029,13060400005,FORTIFER FA ROTACAP,18,265.5,0.0%,251.85,28.45,-14.8
ALANO,PI2021000000187,13060400005,FORTIMA 22IU/500MG/10MG FC TAB,4,48,0.0%,45.46,5.14,-2.6
ALANO,PI2021000000414,13060400005,FORTIMA 22IU/500MG/10MG FC TAB 7+1,3,252,0.0%,238.65,27,-13.65
ALANO,PI2021000000191,13060400005,FORTIPLEX TAB 11+1 PHAREX,1,178.5,0.0%,169.81,19.13,-10.44
ALANO,PI2019000000128,13060400005,FORTIPLEX TAB PHAREX,11,196.35,0.0%,186.79,21.04,-11.48
ALANO,PI000000002036,13060400005,FOZAL 10MG TAB,1,60.2,0.0%,57.34,6.45,-3.59
ALANO,PI0103201521,13060400005,FUNXION  75MG CAP,47,1603.1,0.0%,1869.66,0,-266.56
ALANO,PI000000002121,13060400005,GI-NORM 10MG TAB,3,89.85,0.0%,85.3,9.63,-5.08
ALANO,PI000000002157,13060400005,GLUBITOR 30MG OD TAB,119,1053.15,0.0%,999.6,0,53.55
ALANO,PI000000002158,13060400005,GLUBITOR 80MG TAB,30,231.4,0.0%,254.16,0,-22.76
ALANO,PI000000002190,13060400005,GLUMET  500MG TAB,66,610.5,0.0%,570.29,0,40.21
ALANO,PI000000002191,13060400005,GLUMET 1000MG TAB,51,612,0.0%,582.93,0,29.07
ALANO,PI000000002192,13060400005,GLUMET XR 500MG TAB,119,1285.2,0.0%,1224.51,0,60.69
ALANO,PI000000002198,13060400005,GLYDOLAX 1.9G SUPP INFANT,24,192,0.0%,179.2,20.58,-7.78
ALANO,PI000000002197,13060400005,GLYDOLAX 2.5G SUPP ADULT,12,123,0.0%,108.49,13.18,1.33
ALANO,PI000000002215,13060400005,GROWEE PEDTECH DRP 15ML,3,253.8,0.0%,241.62,27.19,-15.01
ALANO,PI000000002217,13060400005,GROWEE PEDTECH SYR 120ML,2,330.6,0.0%,314.8,35.42,-19.62
ALANO,PI000000002218,13060400005,GROWEE PEDTECH SYR 250ML,3,885,0.0%,843.12,94.83,-52.95
ALANO,PI000000002250,13060400005,HEMANEX 500MG CAP,8,238,0.0%,226.56,25.5,-14.06
ALANO,PI000000002251,13060400005,HEMARATE FA TAB,5,113.75,0.0%,107.84,12.19,-6.28
ALANO,PI000000002253,13060400005,HEMARATE TAB,37,900.95,0.0%,858.74,96.53,-54.32
ALANO,PI000000002260,13060400005,HEMOSTAN  500MG CAP,53,2053.75,0.0%,1948.08,220.04,-114.37
ALANO,PI0111201647,13060400005,HERAGEST 200MG S-GEL CAP,4,216,0.0%,203.19,23.14,-10.33
ALANO,PI000000002272,13060400005,HIMOX   500MG CAP,20,295,0.0%,280.04,0,14.96
ALANO,PI000000002329,13060400005,HYDRITE APPLE 4.1GM,59,970.55,0.0%,923.07,104,-56.52
ALANO,PI000000002330,13060400005,HYDRITE BANANA 4.1GM,22,361.9,0.0%,341.95,38.79,-18.84
ALANO,PI000000002331,13060400005,HYDRITE SACHET,23,362.25,0.0%,327.29,38.84,-3.88
ALANO,PI000000002332,13060400005,HYDRITE TAB,1,14.25,0.0%,13.54,1.53,-0.82
ALANO,PI0109201531,13060400005,IMMUNPRO 500MG TAB,388,3025.01,0.0%,2882.58,324.13,-181.7
ALANO,PI202200000010,13060400005,IMMUNTAB 500MG/10MG CAP,5,34.75,0.0%,33.02,3.72,-1.99
ALANO,PI000000002473,13060400005,JOVIA 10MG TAB,70,3535,0.0%,3347.75,0,187.25
ALANO,PI000000002490,13060400005,KASTAIR  5MG EZ TAB,8,216,0.0%,206.04,23.15,-13.19
ALANO,PI000000002491,13060400005,KASTAIR 10MG TAB,15,596.25,0.0%,577.36,63.89,-45
ALANO,PI01112013119,13060400005,KREMIL S ADVANCE TAB,191,3742.2,0.0%,3603.77,390.34,-251.91
ALANO,PI000000002581,13060400005,KREMIL S TAB,747,5602.5,0.1%,5388.62,600.28,-386.4
ALANO,PI000000002582,13060400005,KREMIL S TAB 5+1 PRO,2,75,0.0%,72.14,8.04,-5.18
ALANO,PI0111201642,13060400005,LACTEZIN 5MG CAP,17,442,0.0%,417.28,47.36,-22.64
ALANO,PI000000002719,13060400005,LIFEZAR  50MG TAB,78,1749.6,0.0%,1803.84,0,-54.24
ALANO,PI000000002762,13060400005,LIVERPRIME CAP,8,274.8,0.0%,261.57,29.44,-16.21
ALANO,PI000000002765,13060400005,LLANOL 100MG TAB,6,80.4,0.0%,76.33,8.61,-4.54
ALANO,PI000000002898,13060400005,MAXVIT CAP,16,224,0.0%,211.35,24,-11.35
ALANO,PI000000002912,13060400005,MEDICOL ADV 200MG CAP,1986,11700.54,0.1%,11241.49,1249.11,-790.06
ALANO,PI01012014007,13060400005,MEDICOL ADV 400MG CAP,773,8348.4,0.1%,8016.01,894.47,-562.08
ALANO,PI000000006007,13060400005,MEDICOL ADV 400MG CAP 4+1,40,1728,0.0%,1660.39,185.15,-117.54
ALANO,PI000000003086,13060400005,MONTRA 30MG CAP,38,487.2,0.0%,630.04,5.59,-148.43
ALANO,PI000000003087,13060400005,MONTRA 60MG CAP,18,409.6,0.0%,490.86,0,-81.26
ALANO,PI000000003103,13060400005,MOVELAX 3.3GM/5ML SYR 120ML,1,341.25,0.0%,324.92,36.56,-20.23
ALANO,PI000000003142,13060400005,MUPICIN OINT 5GM,3,826.5,0.0%,749.73,88.56,-11.79
ALANO,PI000000003176,13060400005,MYRA  E 300IU CAP 30'S,2,456,0.0%,14.64,48.86,392.5
ALANO,PI000000003180,13060400005,MYRA  E 400IU CAP 30'S,23,8034.39,0.1%,7678.55,860.83,-504.99
ALANO,PI000000003181,13060400005,MYRA  E 400IU CAP FOIL,1386,16075.53,0.2%,15423.7,1722.36,-1070.53
ALANO,PI202000000074,13060400005,MYRA  E 400IU CAP FOIL 12+2 PRO,3,417.6,0.0%,400.62,44.73,-27.75
ALANO,PI2019000000292,13060400005,MYRA CLSC MOIST LOT 175ML,3,390,0.0%,339.12,41.79,9.09
ALANO,PI2019000000159,13060400005,MYRA CLSC MOIST LOT 50ML,1,37,0.0%,32.18,3.96,0.86
ALANO,PI2019000000242,13060400005,MYRA CLSC WHITENING LOT 100ML,2,210,0.0%,182.6,22.5,4.9
ALANO,PI2019000000160,13060400005,MYRA CLSC WHITENING LOT 50ML,1,60,0.0%,52.17,6.43,1.4
ALANO,PI2019000000209,13060400005,MYRA E 400IU CAP STARTER PCK 8'S,11,880,0.0%,979.33,94.27,-193.6
ALANO,PI2019000000245,13060400005,MYRA FRESH GLOW WHT FM 7ML,5,55,0.0%,47.82,5.9,1.28
ALANO,PI2019000000161,13060400005,MYRA FRESH GLOW WHT FW SCHT 10ML,2,30,0.0%,26.08,3.22,0.7
ALANO,PI2019000000247,13060400005,MYRA MOIST PLUS LOT 200ML,2,300,0.0%,260.88,32.14,6.98
ALANO,PI2019000000248,13060400005,MYRA MOIST PLUS LOT 50ML,7,301,0.0%,261.78,32.25,6.97
ALANO,PI2021000000364,13060400005,MYRA PROTECTING PLUS LOT 50ML,4,188,0.0%,173.92,20.16,-6.08
ALANO,PI2019000000249,13060400005,MYRA SMOOTH GLOW WHT FM 7ML,2,22,0.0%,19.13,2.36,0.51
ALANO,PI2019000000295,13060400005,MYRA SMOOTH GLW MOIST FM 40ML,1,95.9,0.0%,91.3,10.28,-5.68
ALANO,PI2018000000438,13060400005,MYRA ULTIMATE SOFTGEL CAP,183,3522.75,0.0%,3327.24,377.46,-181.95
ALANO,PI2019000000124,13060400005,MYRA ULTIMATE SOFTGEL CAP 8'S,2,308,0.0%,290.9,33,-15.9
ALANO,PI2019000000252,13060400005,MYRA WHITENING PLUS LOT 200ML,1,208,0.0%,180.87,22.29,4.84
ALANO,PI2019000000296,13060400005,MYRA WHITENING PLUS LOT 50ML,1,63.9,0.0%,60.87,6.85,-3.82
ALANO,PI000000003220,13060400005,MYRACOF 30MG TAB,44,198,0.0%,186.56,21.21,-9.77
ALANO,PI000000003262,13060400005,NASOFLO 50MCG 120D,1,657.2,0.0%,625.88,70.41,-39.09
ALANO,PI000000003290,13060400005,NEO PYRAZON 100MG SR,1,26.5,0.0%,26.54,2.84,-2.88
ALANO,PI000000004035,13060400005,NEO-PYRAZON 50MG TAB,53,1213.7,0.0%,1154.56,130.03,-70.89
ALANO,PI000000003313,13060400005,NEOZEP DROP 10ML,22,2109.8,0.0%,2007.72,226.11,-124.03
ALANO,PI0105201532,13060400005,NEOZEP FRT CAPLET,1,4.73,0.0%,4.72,0.51,-0.5
ALANO,PI20180000007,13060400005,NEOZEP FRT CAPLET 8+2,273,10810.8,0.1%,10301.91,1158.3,-649.41
ALANO,PI000000003317,13060400005,NEOZEP SYR 60ML,32,3068.8,0.0%,2920.32,328.86,-180.38
ALANO,PI000000003348,13060400005,NEUROGEN E REF TAB,53,657.27,0.0%,700.01,49.15,-91.89
ALANO,PI000000003423,13060400005,NORTEN  5MG TAB,10,145,0.0%,137.6,0,7.4
ALANO,PI000000003424,13060400005,NORTEN 10MG TAB,22,412.5,0.0%,388.74,0,23.76
ALANO,PI000000003458,13060400005,NUTRILIN DROP 15ML,6,489,0.0%,465,52.38,-28.38
ALANO,PI000000003460,13060400005,NUTRILIN SYR 120ML,5,908.75,0.0%,864.85,97.35,-53.45
ALANO,PI000000003461,13060400005,NUTRILIN SYR 250ML,2,637,0.0%,606.46,68.26,-37.72
ALANO,PI000000003464,13060400005,NUTROPLEX W/I&L SYR  60ML,7,582.75,0.0%,550.62,62.44,-30.31
ALANO,PI000000003465,13060400005,NUTROPLEX W/I&L SYR 120ML,4,628,0.0%,597.72,67.28,-37
ALANO,PI000000003466,13060400005,NUTROPLEX W/I&L SYR 250ML,2,543,0.0%,516.8,58.18,-31.98
ALANO,PI000000003477,13060400005,OBIMIN PLUS CAP,35,577.5,0.0%,549.15,61.88,-33.53
ALANO,PI000000003525,13060400005,OMEPRON  20MG CAP,2,89.9,0.0%,85.58,9.64,-5.32
ALANO,PI000000003526,13060400005,OMEPRON  40MG CAP,7,466.9,0.0%,444.71,50.02,-27.83
ALANO,PI000000003667,13060400005,PEDIAMOX 100MG DRP 10ML,2,144,0.0%,136.38,0,7.62
ALANO,PI2021000000106,13060400005,PH CARE COOLING COMFORT FW 50ML,2,104,0.0%,97.19,11.14,-4.33
ALANO,PI2021000000107,13060400005,PH CARE COOLING COMFORT FW 5ML,3,18,0.0%,16.67,1.93,-0.6
ALANO,PI2021000000109,13060400005,PH CARE DELICATE WHITE FW 50ML,1,56,0.0%,52.34,6,-2.34
ALANO,PI2021000000112,13060400005,PH CARE FLORAL CLEAN FW 50ML,4,201,0.0%,186.92,21.52,-7.44
ALANO,PI2021000000113,13060400005,PH CARE FLORAL CLEAN FW 5ML,1,5,0.0%,4.67,0.54,-0.21
ALANO,PI2021000000116,13060400005,PH CARE NATURAL PROTECTION FW 50ML,4,213,0.0%,198.16,22.84,-8
ALANO,PI2021000000117,13060400005,PH CARE NATURAL PROTECTION FW 5ML,2,12,0.0%,11.11,1.29,-0.4
ALANO,PI000000003825,13060400005,PLOGREL 75MG TAB,6,224.1,0.0%,213.46,0,10.64
ALANO,PI000000003878,13060400005,PRAVAZ 40MG TAB,3,91.5,0.0%,86.8,0,4.7
ALANO,PI0101201876,13060400005,PROGLIN MET  50/500MG TAB,10,250,0.0%,297.1,0,-47.1
ALANO,PI0101201878,13060400005,PROGLIN MET 50/1GM TAB,31,781.25,0.0%,921,0,-139.75
ALANO,PI000000004003,13060400005,PROZELAX 400MCG CAP,12,676,0.0%,772.21,0,-96.21
ALANO,PI000000004080,13060400005,RASHFREE 200MG OINT 30GM,1,187.25,0.0%,178.3,20.06,-11.11
ALANO,PI000000004099,13060400005,REININ 300MG CAP,10,385,0.0%,366.4,41.25,-22.65
ALANO,PI000000004104,13060400005,RELESTAL SYR  60ML,1,168.6,0.0%,152.9,18.06,-2.36
ALANO,PI000000004131,13060400005,RESTIME DRP 10ML,5,502.5,0.0%,481.87,53.85,-33.22
ALANO,PI000000004142,13060400005,REVICON FLEX TAB,1207,5853.95,0.1%,5693.41,627.21,-466.67
ALANO,PI000000004145,13060400005,REVICON FRT IMP TAB 30'S,9,1305.25,0.0%,1273.59,139.87,-108.21
ALANO,PI2021000000293,13060400005,REVICON FRT TAB 9+1,4,174.6,0.0%,169.81,18.71,-13.92
ALANO,PI000000004148,13060400005,REXIDOL FRT TAB,1961,9706.95,0.1%,9250.02,1040.03,-583.1
ALANO,PI000000004205,13060400005,RM AMBROXOL 15MG SYR 120ML,2,240,0.0%,240,25.72,-25.72
ALANO,PI000000004206,13060400005,RM AMBROXOL 15MG SYR 60ML,1,72,0.0%,72,7.71,-7.71
ALANO,PI0110201647,13060400005,RM AMBROXOL 30MG TAB 7+1 PROMO,1,49,0.0%,49,5.25,-5.25
ALANO,PI000000004211,13060400005,RM AMLODIPINE  5MG TAB,142,923,0.0%,746.39,0,176.61
ALANO,PI000000004210,13060400005,RM AMLODIPINE 10MG TAB,395,3603.8,0.0%,2906.12,0,697.68
ALANO,PI01112013104,13060400005,RM APPETITE STIMULANT CAP,15,225,0.0%,225,24.12,-24.12
ALANO,PI000000004217,13060400005,RM ASCORBIC 500MG TAB,205,461.25,0.0%,461.25,49.41,-49.41
ALANO,PI2017000066,13060400005,RM ASCORBIC ACID 100MG SYR 120ML,2,190,0.0%,190,20.36,-20.36
ALANO,PI000000004219,13060400005,RM ATENOLOL  50MG TAB,2,13,0.0%,12.5,0,0.5
ALANO,PI000000004221,13060400005,RM ATORVASTATIN 10MG TAB,23,256.5,0.0%,239.19,0,17.31
ALANO,PI000000004222,13060400005,RM ATORVASTATIN 20MG TAB,26,429,0.0%,343.18,0,85.82
ALANO,PI000000004223,13060400005,RM ATORVASTATIN 40MG TAB,45,1023.75,0.0%,815.97,0,207.78
ALANO,PI201900PP0000374,13060400005,RM BISACODYL 5MG DR TAB,21,315,0.0%,315,33.75,-33.75
ALANO,PI000000004225,13060400005,RM CAPTOPRIL 25MG TAB,37,407,0.0%,325.6,0,81.4
ALANO,PI2019000000304,13060400005,RM CETIRIZINE 10MG FC TAB ( JOCET) 4+1,1,64,0.0%,51.2,6.86,5.94
ALANO,PI06252018444,13060400005,RM CETIRIZINE 5MG/5ML 60ML SYR,1,200,0.0%,199.99,21.43,-21.42
ALANO,PI000000004250,13060400005,RM CLINDAMYCIN 300MG CAP,27,911.25,0.0%,910.05,0,1.2
ALANO,PI201800000087,13060400005,RM COLCHICINE 500MCG TAB,234,1017.9,0.0%,819,109.05,89.85
ALANO,PI2018000000261,13060400005,RM COTTON BUDS 108'S TIPS,1,22.75,0.0%,22.75,0,0
ALANO,PI000000004257,13060400005,RM DICLOFENAC 50MG TAB,36,576,0.0%,576,61.72,-61.72
ALANO,PI2018000000213,13060400005,RM DICYCLOVERINE 10MG TAB,71,709.55,0.0%,710,76.01,-76.46
ALANO,PI201800000090,13060400005,RM GLIBENCLAMIDE 5MG TAB,30,174,0.0%,165.88,0,8.12
ALANO,PI2019000000336,13060400005,RM IBUPROFEN 200MG SG CAP,71,319.5,0.0%,319.5,34.25,-34.25
ALANO,PI000000004269,13060400005,RM IRON + FOLIC ACID  60MG/250MCG TAB,20,80,0.0%,80,8.57,-8.57
ALANO,PI2021000000419,13060400005,RM LORATADINE 10MG TAB 4+1,1,76,0.0%,76,8.14,-8.14
ALANO,PI000000004277,13060400005,RM MEFENAMIC 250MG TAB,140,525,0.0%,525,56.24,-56.24
ALANO,PI000000004278,13060400005,RM MEFENAMIC 500MG TAB,571,3426,0.0%,3423.79,367.08,-364.87
